Sample1,316188_10_consensus,316188_11_consensus,316188_12_consensus,316188_13_consensus,316188_14_consensus,316188_15_consensus,316188_16_consensus,316188_17_consensus,316188_18_consensus,316188_1_consensus,316188_2_consensus,316188_3_consensus,316188_4_consensus,316188_5_consensus,316188_6_consensus,316188_7_consensus,316188_8_consensus,316188_9_consensus,326650_10_consensus,326650_11_consensus,326650_12_consensus,326650_13_consensus,326650_14_consensus,326650_15_consensus,326650_16_consensus,326650_17_consensus,326650_18_consensus,326650_1_consensus,326650_2_consensus,326650_3_consensus,326650_4_consensus,326650_5_consensus,326650_6_consensus,326650_7_consensus,326650_8_consensus,326650_9_consensus,326651_10_consensus,326651_11_consensus,326651_12_consensus,326651_13_consensus,326651_14_consensus,326651_15_consensus,326651_16_consensus,326651_17_consensus,326651_18_consensus,326651_1_consensus,326651_2_consensus,326651_3_consensus,326651_4_consensus,326651_5_consensus,326651_6_consensus,326651_7_consensus,326651_8_consensus,326651_9_consensus,326713_10_consensus,326713_11_consensus,326713_12_consensus,326713_13_consensus,326713_14_consensus,326713_15_consensus,326713_16_consensus,326713_17_consensus,326713_18_consensus,326713_1_consensus,326713_2_consensus,326713_3_consensus,326713_4_consensus,326713_5_consensus,326713_6_consensus,326713_7_consensus,326713_8_consensus,326713_9_consensus,326737_10_consensus,326737_11_consensus,326737_12_consensus,326737_13_consensus,326737_14_consensus,326737_15_consensus,326737_16_consensus,326737_17_consensus,326737_18_consensus,326737_1_consensus,326737_2_consensus,326737_3_consensus,326737_4_consensus,326737_5_consensus,326737_6_consensus,326737_7_consensus,326737_8_consensus,326737_9_consensus,326780_10_consensus,326780_11_consensus,326780_12_consensus,326780_13_consensus,326780_14_consensus,326780_15_consensus,326780_16_consensus,326780_17_consensus,326780_18_consensus,326780_1_consensus,326780_2_consensus,326780_3_consensus,326780_4_consensus,326780_5_consensus,326780_6_consensus,326780_7_consensus,326780_8_consensus,326780_9_consensus,326797_10_consensus,326797_11_consensus,326797_12_consensus,326797_13_consensus,326797_14_consensus,326797_15_consensus,326797_16_consensus,326797_17_consensus,326797_18_consensus,326797_1_consensus,326797_2_consensus,326797_3_consensus,326797_4_consensus,326797_5_consensus,326797_6_consensus,326797_7_consensus,326797_8_consensus,326797_9_consensus,326907_10_consensus,326907_11_consensus,326907_12_consensus,326907_13_consensus,326907_14_consensus,326907_15_consensus,326907_16_consensus,326907_17_consensus,326907_18_consensus,326907_1_consensus,326907_2_consensus,326907_3_consensus,326907_4_consensus,326907_5_consensus,326907_6_consensus,326907_7_consensus,326907_8_consensus,326907_9_consensus,327059_10_consensus,327059_11_consensus,327059_12_consensus,327059_13_consensus,327059_14_consensus,327059_15_consensus,327059_16_consensus,327059_17_consensus,327059_18_consensus,327059_1_consensus,327059_2_consensus,327059_3_consensus,327059_4_consensus,327059_5_consensus,327059_6_consensus,327059_7_consensus,327059_8_consensus,327059_9_consensus,D103_10_consensus,D103_11_consensus,D103_12_consensus,D103_13_consensus,D103_14_consensus,D103_15_consensus,D103_16_consensus,D103_17_consensus,D103_18_consensus,D103_1_consensus,D103_2_consensus,D103_3_consensus,D103_4_consensus,D103_5_consensus,D103_6_consensus,D103_7_consensus,D103_8_consensus,D103_9_consensus
326651_8_consensus,0.08689479,0.09160471,0.09801981,0.08709764,0.09553624,0.10027455,0.08544704,0.09431654,0.09215582,0.09006162,0.08536054,0.09983931,0.0787764,0.08853258,0.09922162,0.09023217,0.1000557,0.09846145,0.06923815,0.06379247,0.07020112,0.05616633,0.06421923,0.06611138,0.06889772,0.06430357,0.06873901,0.05766308,0.06183862,0.06377174,0.06663498,0.06193641,0.06806426,0.05644155,0.06588468,0.06735227,0.00359231,0.0037811,0.00295377,0.00312345,0.00204858,0.00238633,0.00414046,0.00435791,0.00334196,0.00363873,0.00232487,0.00266277,0.00274389,0.00300871,0.00298143,0.00284581,0,0.00251871,0.07898495,0.07064663,0.06871603,0.06659885,0.06088746,0.06370292,0.08098289,0.06972401,0.0685722,0.06174937,0.0571763,0.06167993,0.08037207,0.06960846,0.06998313,0.06252715,0.05999298,0.06490086,0.05407401,0.05937632,0.06874867,0.04678143,0.04635397,0.05730154,0.05750628,0.05439551,0.04988067,0.04921614,0.04069164,0.04817011,0.06027279,0.05690145,0.059238,0.04592181,0.04699138,0.05662767,0.12216152,0.12304566,0.11700054,0.12784721,0.12599171,0.12987401,0.12226783,0.12436518,0.12661484,0.13278136,0.15487056,0.17984884,0.15966309,0.14520091,0.15195558,0.12500409,0.12345746,0.15196997,0.09725117,0.10174594,0.09920772,0.09877225,0.09568746,0.09459993,0.09472258,0.09179392,0.09299128,0.1086726,0.10768149,0.10931908,0.10255923,0.10179038,0.10560662,0.1008403,0.09495689,0.09742735,0.0979165,0.09819339,0.08340188,0.09078244,0.08418046,0.08201012,0.08510444,0.09058908,0.08664633,0.09510591,0.10581885,0.09469552,0.10030142,0.09926859,0.084583,0.09029765,0.10179045,0.10390942,0.07307687,0.06810206,0.0714318,0.06986259,0.07277506,0.07099438,0.07224887,0.07162064,0.0700586,0.06345981,0.07093278,0.06933417,0.07794013,0.07213149,0.07766868,0.06838044,0.07226139,0.07115567,0.09052505,0.09291792,0.0878351,0.08636064,0.10304344,0.08388022,0.09168374,0.0948198,0.10098615,0.07827729,0.1011476,0.08323975,0.09623944,0.09335749,0.09149048,0.07707337,0.09405377,0.08247018
326651_9_consensus,0.0790608,0.08408279,0.09008352,0.07933933,0.08799451,0.09223651,0.07798016,0.08669989,0.08500229,0.08243423,0.0784606,0.09209361,0.07197606,0.0817841,0.09137748,0.08245134,0.09159114,0.09009643,0.06389276,0.05858256,0.06511227,0.05145067,0.05918624,0.06105761,0.06350028,0.05924342,0.06352882,0.05249017,0.05666062,0.05866238,0.06113436,0.05667716,0.06253309,0.05180146,0.06060013,0.06170763,0.00308148,0.00315954,0.00242155,0.00338484,0.00239116,0.00208182,0.00356275,0.00374928,0.00257062,0.00406819,0.00254292,0.0023384,0.00228918,0.00243623,0.00241948,0.00306719,0.00251871,0,0.07166799,0.06387604,0.06224739,0.06014612,0.05505021,0.05762995,0.07356063,0.06311415,0.0622336,0.05567191,0.05180379,0.05597599,0.07281312,0.06298495,0.06365633,0.05642212,0.05411554,0.05874658,0.0494931,0.05462418,0.06313472,0.04270382,0.04213533,0.05227675,0.05283941,0.05021689,0.04668271,0.04504694,0.03746337,0.04406467,0.05557228,0.0543235,0.05503526,0.0418319,0.04287117,0.0519005,0.11267772,0.11282084,0.10727917,0.11686624,0.11507764,0.11903498,0.11195714,0.11379565,0.11597811,0.12173128,0.14289914,0.16729899,0.14781447,0.13334782,0.14008282,0.11446577,0.11306584,0.14131225,0.08872622,0.09267553,0.09036028,0.09014628,0.08719538,0.08615688,0.08645887,0.08355491,0.08453647,0.09932775,0.09813574,0.0997159,0.09360633,0.09264016,0.09620055,0.09196994,0.08644863,0.08864336,0.08930753,0.08886491,0.0754411,0.08181703,0.07589832,0.07406032,0.07660068,0.08198108,0.07825397,0.08659974,0.09735188,0.08554219,0.09077184,0.08956278,0.0763011,0.08159958,0.09220951,0.09417036,0.06678405,0.06235247,0.06521187,0.06551572,0.06771056,0.06552302,0.06618866,0.0663823,0.06418291,0.05890092,0.06513738,0.06334611,0.07079036,0.06583011,0.07066664,0.06388363,0.06725025,0.06550768,0.08303217,0.08505236,0.08085794,0.08006223,0.09439082,0.07688034,0.08389589,0.08729054,0.09242999,0.0726054,0.09254207,0.076613,0.08794242,0.08554856,0.08357965,0.07134948,0.08600643,0.07602139
326713_10_consensus,0.0332572,0.03236554,0.03342515,0.03073468,0.03592424,0.03682765,0.03154066,0.03715597,0.03492269,0.03341713,0.03330796,0.0371839,0.03402231,0.03686816,0.03654415,0.03227027,0.03402452,0.03534453,0.04121809,0.03923739,0.041217,0.03979869,0.04081416,0.04149821,0.04245588,0.03975485,0.03921031,0.03704109,0.03848764,0.04068027,0.03787626,0.03788279,0.03803075,0.03827117,0.03854019,0.03760803,0.06443353,0.06340498,0.06772254,0.08340015,0.07594667,0.07258793,0.06370922,0.06169285,0.06509932,0.08641405,0.07632045,0.07337843,0.06848222,0.06722846,0.06895355,0.08364506,0.07898495,0.07166799,0,0.00261639,0.00371034,0.00481374,0.00486884,0.00364485,0.00203809,0.00276811,0.0039046,0.00487676,0.00567087,0.0044624,0.00198315,0.002673,0.00397141,0.00553644,0.00519073,0.00351577,0.03668534,0.03859301,0.03333506,0.03688295,0.03531942,0.0350923,0.03733681,0.03733046,0.04217732,0.03749946,0.04077022,0.03599934,0.04050482,0.04932259,0.03863454,0.03724814,0.03808448,0.03806479,0.03467351,0.03167441,0.02936043,0.03134755,0.03193589,0.03214941,0.03177056,0.03024652,0.03194288,0.03365972,0.04212996,0.06057174,0.04757069,0.03738442,0.04020629,0.0314314,0.03046479,0.04384703,0.04224592,0.04154994,0.0412642,0.04110583,0.04260608,0.04081954,0.04206145,0.04010469,0.04017423,0.04533865,0.04465325,0.04778607,0.04313163,0.04199018,0.0441807,0.04427254,0.04187247,0.04305346,0.02525979,0.02817126,0.01980342,0.02036449,0.02006323,0.02050148,0.01865212,0.01948614,0.01912317,0.03531402,0.03225064,0.02535136,0.02608266,0.02621157,0.02078816,0.02359383,0.02715874,0.02794241,0.02562127,0.02944749,0.02761441,0.04929957,0.04230191,0.0348964,0.02579017,0.03508974,0.02909266,0.0438119,0.0351505,0.03012155,0.02087223,0.02812075,0.024942,0.04845205,0.04198507,0.03267241,0.04010298,0.0333125,0.03839114,0.05524347,0.03227856,0.04129313,0.0337286,0.03865879,0.03391995,0.05225047,0.03217104,0.04220933,0.03463997,0.03515744,0.03220878,0.05077192,0.03145609,0.04437929
326713_11_consensus,0.03254859,0.03165199,0.03346818,0.03010708,0.03563071,0.03701212,0.03066718,0.03649703,0.03434783,0.03300843,0.03197785,0.03712988,0.03232712,0.03587859,0.03680777,0.03200079,0.0345034,0.03543764,0.03939433,0.03695253,0.03944041,0.0365574,0.03833287,0.03913968,0.04041388,0.03735459,0.03714269,0.03418608,0.03597608,0.03807133,0.03596912,0.03553976,0.03620285,0.03493056,0.0363104,0.03573211,0.05703531,0.05608262,0.06025055,0.07478149,0.06756943,0.06446932,0.0563205,0.05438754,0.05772132,0.07766446,0.06815118,0.06552144,0.06082757,0.05980557,0.06148116,0.07507477,0.07064663,0.06387604,0.00261639,0,0.00293277,0.00396026,0.00323227,0.00239595,0.00282483,0.00217058,0.00303818,0.00355636,0.00354174,0.00290032,0.00281119,0.00202381,0.00322633,0.00417426,0.00323556,0.00244455,0.03446895,0.03680607,0.03301626,0.03403426,0.03246005,0.03330363,0.03555954,0.03498189,0.0385661,0.03507681,0.03681205,0.0332907,0.03878951,0.04547741,0.03628147,0.03435888,0.03530345,0.0361061,0.03712828,0.03469592,0.03203802,0.03488433,0.03519513,0.03576907,0.03491046,0.03327721,0.0351452,0.0376281,0.04741592,0.06638694,0.05288308,0.04224879,0.04529542,0.03456846,0.03337116,0.04819115,0.04244958,0.04206512,0.04159242,0.04133876,0.04240639,0.04069993,0.04201504,0.03977394,0.04014642,0.04618837,0.04540186,0.04840746,0.04345701,0.04222911,0.04490491,0.04472122,0.0416976,0.04300454,0.02687601,0.03075165,0.02124998,0.02263657,0.02148169,0.02176193,0.01995308,0.02132491,0.02089916,0.03623334,0.03373705,0.02772357,0.02890214,0.02918134,0.02265439,0.02586322,0.03022991,0.03084652,0.02412002,0.02692997,0.02552234,0.04526693,0.03910369,0.03209041,0.02383092,0.03235939,0.02681489,0.03981845,0.03262016,0.02779606,0.0202432,0.02634388,0.02404814,0.04436531,0.03867285,0.02987451,0.04070575,0.03427727,0.03879995,0.05406426,0.03453751,0.0409424,0.03482104,0.03985695,0.03584156,0.05033458,0.03407955,0.04170822,0.03636442,0.03642743,0.03366954,0.04885852,0.03312613,0.04346776
326713_12_consensus,0.03077139,0.02946919,0.03096862,0.02822655,0.03292496,0.03475865,0.02878901,0.03405863,0.0317138,0.03102669,0.02972239,0.03475895,0.0310229,0.03414578,0.034351,0.03038968,0.03206648,0.03324035,0.03702859,0.03483599,0.03687759,0.03535325,0.03623518,0.03697066,0.03803073,0.03464629,0.03429033,0.0343873,0.03452262,0.03612428,0.03399229,0.03382393,0.03400714,0.03363602,0.0340481,0.03382646,0.05459782,0.05362985,0.05804852,0.0734857,0.06545372,0.06291397,0.05362814,0.05209355,0.05565444,0.07677281,0.06677861,0.06443319,0.05887091,0.05821925,0.06052203,0.07376461,0.06871603,0.06224739,0.00371034,0.00293277,0,0.00587068,0.00391642,0.00287006,0.00402929,0.00323956,0.0024123,0.00513969,0.00416481,0.00345818,0.00380986,0.00265454,0.0022408,0.00592012,0.00406463,0.00288758,0.03135607,0.03382353,0.02932355,0.03165023,0.03007953,0.02965044,0.03212122,0.03134875,0.03445209,0.03261428,0.03422709,0.03029057,0.03560585,0.04084256,0.03201154,0.03162237,0.03292058,0.03318112,0.03486058,0.03400171,0.03094893,0.0358567,0.03580892,0.0362964,0.03380918,0.03336638,0.03486272,0.03811035,0.04743555,0.06526642,0.05143543,0.04269195,0.0450661,0.03478865,0.033015,0.04569041,0.04001412,0.0402916,0.03954787,0.03854689,0.04005541,0.03891198,0.03895308,0.03740244,0.03737585,0.04415035,0.04410935,0.04728215,0.04128748,0.04065835,0.04286073,0.04168028,0.0392219,0.04135981,0.02748534,0.0314932,0.02148589,0.0228666,0.02187206,0.02161088,0.01986891,0.02093259,0.02084738,0.03597128,0.03427089,0.02855024,0.02999123,0.02994535,0.02273855,0.02716527,0.03156559,0.03170024,0.02363423,0.02703262,0.0255991,0.04730623,0.04046805,0.03245309,0.02343644,0.03259949,0.02692481,0.0411894,0.0335712,0.02758936,0.01983288,0.02617567,0.02369724,0.0462769,0.04001104,0.03044326,0.04207922,0.03491034,0.04026838,0.05650663,0.03494894,0.0421936,0.03590925,0.04016383,0.03648233,0.05221304,0.03449934,0.04279374,0.03707064,0.03676788,0.03473732,0.05060923,0.03425724,0.04481937
326713_13_consensus,0.03475705,0.03602192,0.03937602,0.03376912,0.04129868,0.04189039,0.03288574,0.04092998,0.04024808,0.0360456,0.03690479,0.04174774,0.03402965,0.0399579,0.04289857,0.03523776,0.03870958,0.0395789,0.04578194,0.04206826,0.04671501,0.03976187,0.04375039,0.04558796,0.04687073,0.04383878,0.04448933,0.03558308,0.04052845,0.04376104,0.0418867,0.04051958,0.04294345,0.03820941,0.04211025,0.04076762,0.05527081,0.05426189,0.0577075,0.06849012,0.06361886,0.06072607,0.05490496,0.05287341,0.05544552,0.07075273,0.06302392,0.06056887,0.05762158,0.05652242,0.05695473,0.06889101,0.06659885,0.06014612,0.00481374,0.00396026,0.00587068,0,0.00284431,0.00343022,0.00497686,0.00390605,0.0060904,0.00230447,0.0038288,0.00413292,0.00568695,0.00411373,0.00668589,0.00215585,0.00302351,0.0037767,0.03920354,0.04166148,0.03981143,0.034826,0.03393315,0.03789659,0.04014462,0.04022407,0.04446087,0.0353583,0.03754038,0.03566976,0.04322011,0.05306624,0.04263813,0.03482109,0.03545104,0.03913702,0.0461715,0.04011041,0.03852012,0.03817614,0.03886868,0.04060996,0.04145946,0.03814984,0.04078437,0.04290357,0.05447411,0.07349235,0.06240733,0.04833378,0.05273931,0.03873881,0.03890024,0.0577734,0.04697723,0.04574119,0.04624086,0.04746398,0.04688719,0.04409496,0.04745678,0.04462822,0.04552468,0.05171348,0.04824014,0.05095378,0.04833696,0.04541845,0.04922888,0.05088557,0.04581136,0.04665574,0.0271986,0.03155345,0.0237377,0.02441011,0.02258553,0.02388412,0.02122123,0.02393332,0.02403235,0.03545692,0.03460602,0.02885866,0.02821886,0.02988117,0.02516734,0.02591962,0.03018818,0.03145828,0.02526192,0.02589559,0.02541278,0.03995861,0.03566745,0.03085787,0.02522313,0.03187888,0.02718283,0.03470226,0.02947805,0.02720134,0.02163052,0.02615912,0.02491638,0.03900009,0.03537542,0.02852767,0.04136173,0.03637714,0.03887635,0.04940004,0.03801649,0.04024993,0.03674951,0.0427598,0.03947291,0.0468331,0.03774392,0.04143568,0.03839985,0.04014801,0.03513574,0.04519725,0.03550739,0.04255282
326713_14_consensus,0.03275631,0.03334705,0.03611879,0.03126624,0.03808763,0.03928653,0.03079028,0.03785708,0.03673924,0.03382614,0.03352325,0.0389787,0.03135605,0.03674401,0.03956121,0.03328869,0.03646164,0.03724284,0.04136066,0.03822835,0.04187704,0.03673345,0.03975205,0.040986,0.04264288,0.03930522,0.03959229,0.03411377,0.03726554,0.03985437,0.03802058,0.03713288,0.03887514,0.03512529,0.03805337,0.0372587,0.04938647,0.04851183,0.05220564,0.06380138,0.05790869,0.0555893,0.04887295,0.04687767,0.04981141,0.06630664,0.05821619,0.05602049,0.05225521,0.05146979,0.05266971,0.06420255,0.06088746,0.05505021,0.00486884,0.00323227,0.00391642,0.00284431,0,0.00229266,0.00516575,0.00317764,0.00385741,0.00236162,0.00233228,0.00243418,0.00562298,0.00309643,0.00436737,0.00281596,0.0020077,0.00246045,0.03349685,0.03573744,0.03455916,0.03017437,0.029118,0.03215235,0.03420112,0.03373586,0.03702097,0.03098794,0.03190914,0.03012134,0.03732256,0.04444413,0.03564047,0.03025787,0.03102376,0.03392471,0.04461448,0.04144477,0.03887023,0.04170796,0.04182554,0.043158,0.04213791,0.04022654,0.04251338,0.04564096,0.05732074,0.07696979,0.06368318,0.05141194,0.05507721,0.04133917,0.04041581,0.05718754,0.0460507,0.04583169,0.045541,0.04574909,0.04586946,0.04371397,0.04571793,0.04343027,0.04389555,0.05133689,0.04924042,0.05226881,0.04782109,0.0457906,0.04926418,0.04913287,0.04495651,0.04637879,0.02893769,0.03287625,0.02386466,0.02570237,0.02337589,0.0238576,0.02187405,0.02418777,0.02395659,0.03679496,0.035983,0.03031822,0.03083205,0.03170709,0.02529247,0.02785513,0.03286163,0.03338546,0.02325608,0.02449635,0.02393302,0.03935855,0.03491211,0.02919308,0.02295685,0.02976641,0.02515769,0.03417501,0.02919077,0.02556736,0.02043674,0.02456133,0.02363463,0.03839526,0.03450493,0.02727019,0.0422721,0.03683581,0.03984753,0.05159595,0.03864187,0.04093498,0.03739111,0.04278656,0.0397054,0.04810184,0.03803179,0.04180347,0.03905189,0.03998757,0.03614587,0.04638266,0.03646328,0.04297816
326713_15_consensus,0.03159738,0.03124553,0.03352778,0.02953107,0.03527459,0.03680818,0.02962986,0.0358542,0.03405058,0.03213722,0.03115517,0.03682278,0.03061712,0.03485116,0.03657056,0.03140448,0.03445512,0.03523554,0.03814771,0.03529993,0.03822768,0.03437972,0.03669911,0.0376894,0.03913147,0.03585603,0.03609469,0.03226392,0.03442478,0.03659718,0.03477951,0.0340913,0.03514259,0.03279078,0.0348623,0.03437221,0.05128143,0.05035791,0.05415716,0.06748639,0.06075949,0.05814635,0.05051673,0.04859901,0.05192778,0.07016687,0.06138186,0.05892555,0.05456411,0.053773,0.05531239,0.06789256,0.06370292,0.05762995,0.00364485,0.00239595,0.00287006,0.00343022,0.00229266,0,0.00392027,0.00247295,0.00293132,0.0028437,0.00252071,0.00228095,0.00408407,0.00217968,0.00326294,0.00340509,0.00233381,0.00197751,0.03196034,0.03439375,0.03172482,0.0304043,0.02908296,0.03071708,0.03291469,0.03227568,0.0355756,0.03124767,0.0325089,0.02986301,0.03601261,0.0425858,0.03389336,0.03060441,0.03149032,0.03320708,0.03955233,0.03711115,0.0342528,0.03760511,0.03769961,0.03866477,0.03740634,0.035898,0.03793758,0.04079453,0.05159283,0.07107729,0.05721337,0.04607223,0.04953874,0.03714983,0.03598,0.05170353,0.04224862,0.04218521,0.04166024,0.04152657,0.0422213,0.04027826,0.04175334,0.03951012,0.03994394,0.04681466,0.04558481,0.04856598,0.0436366,0.04227587,0.04526418,0.04480576,0.04131678,0.04273911,0.02731622,0.03106817,0.02135072,0.02310308,0.0214275,0.02163285,0.02003402,0.02176569,0.02134692,0.03563208,0.03418544,0.02810381,0.02917254,0.02964532,0.02290847,0.02600563,0.03087727,0.03134216,0.02282428,0.02481748,0.02408668,0.04160536,0.03621107,0.02980788,0.02267515,0.03013719,0.02513208,0.03625501,0.03014248,0.02581879,0.01970536,0.02460163,0.02299873,0.04069245,0.03580613,0.02779888,0.03989674,0.03416601,0.03787699,0.05130749,0.03529813,0.03935362,0.03463419,0.03962429,0.03642483,0.04749721,0.03483053,0.04003923,0.03625921,0.03660779,0.03348297,0.04591714,0.0335013,0.04172051
326713_16_consensus,0.03355106,0.03231567,0.03329574,0.03088116,0.03601464,0.03700765,0.03160849,0.03717743,0.03515306,0.03350368,0.03344381,0.03725839,0.0344978,0.037133,0.03708926,0.03241655,0.03425029,0.03543471,0.04324513,0.0412698,0.04316331,0.0418683,0.04278121,0.04358903,0.04446343,0.04179142,0.04095259,0.03890065,0.04039191,0.04270377,0.03980888,0.03990421,0.03997665,0.04006191,0.04036332,0.03949081,0.06619071,0.06505435,0.06959147,0.08543838,0.07780829,0.07441701,0.06548342,0.0633763,0.06678553,0.08838325,0.0780786,0.07521195,0.07027289,0.06881155,0.07079167,0.08563998,0.08098289,0.07356063,0.00203809,0.00282483,0.00402929,0.00497686,0.00516575,0.00392027,0,0.00311115,0.00422891,0.00528321,0.00613223,0.00486806,0.00224071,0.00301602,0.00418309,0.00578303,0.00555159,0.00391669,0.03899512,0.04084776,0.0353798,0.03921049,0.03761511,0.03741558,0.03978859,0.03974931,0.04437435,0.03982705,0.04327732,0.03830884,0.04316138,0.05172034,0.04082291,0.03957401,0.04046007,0.04055251,0.034798,0.03201449,0.029598,0.03154739,0.03209651,0.03235301,0.03217833,0.03040187,0.03208446,0.03387432,0.04193957,0.0600199,0.04740834,0.03728602,0.04001467,0.03149099,0.03062629,0.04315194,0.04369608,0.04285687,0.04268798,0.04251748,0.0440645,0.04229716,0.04357876,0.04170716,0.0418169,0.04675951,0.04596986,0.04913303,0.04454141,0.04320592,0.04563142,0.04585213,0.04333314,0.04466603,0.02522877,0.02907754,0.02063285,0.02107209,0.02059386,0.02112284,0.01911262,0.02003887,0.01975314,0.03602472,0.03210057,0.02608555,0.02666671,0.02708839,0.02172208,0.02444051,0.02786639,0.02864656,0.02559637,0.02960872,0.02754636,0.04960715,0.04243561,0.03499002,0.02573201,0.03523796,0.02918058,0.04431893,0.03535843,0.03030031,0.02069898,0.02831335,0.02515494,0.04891162,0.04211327,0.03261545,0.04306545,0.03553986,0.04106555,0.05851929,0.03432393,0.0440789,0.03616908,0.04146919,0.03635097,0.05547844,0.03424717,0.04521659,0.03702882,0.03761397,0.03450982,0.05383864,0.03373331,0.04730643
326713_17_consensus,0.03108384,0.0307009,0.03234941,0.02899793,0.03421904,0.03549583,0.02916414,0.03508073,0.0334466,0.03177701,0.03085996,0.03568505,0.03044472,0.03389391,0.03487075,0.03059208,0.03311592,0.03402682,0.03824319,0.03599925,0.03827546,0.03582816,0.03737044,0.03802475,0.03943904,0.0364187,0.03630336,0.03334493,0.03507674,0.03723818,0.03498465,0.03471646,0.03535937,0.03404036,0.03534682,0.03467592,0.05650746,0.05546576,0.05943441,0.07365197,0.06680205,0.06393045,0.05568764,0.05364296,0.05711183,0.07643578,0.06735792,0.06453646,0.05999608,0.05913872,0.06049051,0.07416022,0.06972401,0.06311415,0.00276811,0.00217058,0.00323956,0.00390605,0.00317764,0.00247295,0.00311115,0,0.00300179,0.00341491,0.00333383,0.00276721,0.0030491,0.00207751,0.0034136,0.0041159,0.00319655,0.00238176,0.0330189,0.03479542,0.03174596,0.03243134,0.03076895,0.03162125,0.03388054,0.03346047,0.03714378,0.03349682,0.0350359,0.03170699,0.03667329,0.04451558,0.03460469,0.03290422,0.03368757,0.03435247,0.03707571,0.03509763,0.03195873,0.03541881,0.03561365,0.0360309,0.03504925,0.03357723,0.03554816,0.03793771,0.04814285,0.06782166,0.05370761,0.04291684,0.04617158,0.03504204,0.03386538,0.04873191,0.04212541,0.04206215,0.0412511,0.04101721,0.04230894,0.04037081,0.04168354,0.03955691,0.03963036,0.04619534,0.0452333,0.04843279,0.04338771,0.04227041,0.04479674,0.04432921,0.04158625,0.04280194,0.02677718,0.02927623,0.02025645,0.0220914,0.02063301,0.02086164,0.01964339,0.0209953,0.01997693,0.0356056,0.03358097,0.02666009,0.02789149,0.02780393,0.02144862,0.02453882,0.02909239,0.0295575,0.0234429,0.02617403,0.02497177,0.0435912,0.0377568,0.0309773,0.02334801,0.03101726,0.02588098,0.0385441,0.03166341,0.02709423,0.01974321,0.02546342,0.02337337,0.04272567,0.03747918,0.02899757,0.03866349,0.03262494,0.03670157,0.05148644,0.03315107,0.03869599,0.03300997,0.03772218,0.03419327,0.04784171,0.03293386,0.03941511,0.03440609,0.03470959,0.03195923,0.04661253,0.03179022,0.04119358
326713_18_consensus,0.03096464,0.0297276,0.03100959,0.02836807,0.03315008,0.03484005,0.02909615,0.03376461,0.03178063,0.03131218,0.02972269,0.03474791,0.03048365,0.0334929,0.03369554,0.03074984,0.03230854,0.03307027,0.03657184,0.03463368,0.03647144,0.03525456,0.0359184,0.03621287,0.0375668,0.03420977,0.03366776,0.03448845,0.03439163,0.03583304,0.03367285,0.03364025,0.03372171,0.03349935,0.03381348,0.03339959,0.05460749,0.05361235,0.05805427,0.07352692,0.0654864,0.06289112,0.05354624,0.05187128,0.05546329,0.07665102,0.06667454,0.06432869,0.0587857,0.05808624,0.06040653,0.07384895,0.0685722,0.0622336,0.0039046,0.00303818,0.0024123,0.0060904,0.00385741,0.00293132,0.00422891,0.00300179,0,0.00520231,0.0038622,0.00336141,0.0039595,0.0026017,0.00229294,0.00606199,0.00394641,0.00269495,0.0312927,0.03339728,0.02917471,0.0317216,0.0300413,0.02985831,0.03204018,0.0312044,0.03389943,0.03315958,0.03418067,0.03058891,0.0352026,0.0405979,0.03150116,0.03208227,0.03331185,0.03321552,0.03454251,0.03464754,0.03104531,0.03679069,0.03674447,0.03709778,0.03432086,0.03396311,0.03534133,0.0388901,0.04862463,0.067466,0.05266699,0.0437275,0.0460413,0.0355821,0.03366419,0.0461402,0.04083145,0.04156034,0.04034055,0.0392771,0.04095447,0.03973642,0.03963106,0.0382982,0.03805383,0.04523015,0.0453902,0.04867291,0.04242333,0.04190482,0.0441585,0.04245671,0.04019151,0.04219184,0.02965838,0.03254485,0.02246207,0.02437346,0.02316888,0.02271575,0.02136754,0.02246826,0.02162801,0.03830444,0.03626202,0.02987703,0.03155102,0.03101141,0.02362579,0.02833753,0.03279188,0.03288131,0.02460635,0.02809139,0.02660875,0.04812085,0.04152795,0.03333128,0.02424879,0.03344007,0.02761729,0.04243745,0.03508692,0.02887796,0.02076155,0.0272117,0.02497985,0.04719758,0.04107846,0.03135211,0.04252006,0.03522836,0.04066413,0.05692899,0.03561983,0.04243752,0.03625382,0.04044908,0.03688117,0.05269935,0.03498398,0.04300021,0.03751837,0.0370667,0.03506763,0.05119103,0.03478797,0.04491969
