Sample1,316188_10_consensus,316188_16_consensus,316188_4_consensus,316188_6_consensus,316188_7_consensus,326650_10_consensus,326650_11_consensus,326650_12_consensus,326650_13_consensus,326650_14_consensus,326650_15_consensus,326650_16_consensus,326650_17_consensus,326650_18_consensus,326650_1_consensus,326650_2_consensus,326650_3_consensus,326650_4_consensus,326650_5_consensus,326650_6_consensus,326650_7_consensus,326650_8_consensus,326650_9_consensus,326651_14_consensus,326651_2_consensus,326651_5_consensus,326651_7_consensus,326651_8_consensus,326651_9_consensus,326713_2_consensus,326713_5_consensus,326713_9_consensus,326737_10_consensus,326737_13_consensus,326737_14_consensus,326737_16_consensus,326737_1_consensus,326737_2_consensus,326737_3_consensus,326737_4_consensus,326737_7_consensus,326737_8_consensus,326737_9_consensus,326780_10_consensus,326780_11_consensus,326780_12_consensus,326780_13_consensus,326780_14_consensus,326780_15_consensus,326780_16_consensus,326780_17_consensus,326780_18_consensus,326780_1_consensus,326780_2_consensus,326780_4_consensus,326780_5_consensus,326780_6_consensus,326780_7_consensus,326780_8_consensus,326797_10_consensus,326797_11_consensus,326797_12_consensus,326797_13_consensus,326797_14_consensus,326797_15_consensus,326797_16_consensus,326797_17_consensus,326797_18_consensus,326797_1_consensus,326797_2_consensus,326797_3_consensus,326797_4_consensus,326797_5_consensus,326797_6_consensus,326797_7_consensus,326797_8_consensus,326797_9_consensus,326907_11_consensus,326907_13_consensus,326907_15_consensus,326907_16_consensus,326907_17_consensus,326907_3_consensus,326907_4_consensus,326907_5_consensus,326907_6_consensus,326907_7_consensus,326907_8_consensus,326907_9_consensus,327059_10_consensus,327059_11_consensus,327059_12_consensus,327059_13_consensus,327059_14_consensus,327059_15_consensus,327059_16_consensus,327059_17_consensus,327059_18_consensus,327059_1_consensus,327059_2_consensus,327059_3_consensus,327059_4_consensus,327059_5_consensus,327059_6_consensus,327059_7_consensus,327059_8_consensus,327059_9_consensus,D103_10_consensus,D103_12_consensus,D103_13_consensus,D103_15_consensus,D103_16_consensus,D103_1_consensus,D103_3_consensus,D103_4_consensus,D103_7_consensus,D103_9_consensus
316188_10_consensus,0.0,0.0757839035253091,0.0483445404163589,0.0574094806852478,0.0387490393494509,0.215841250701164,0.2280930086675425,0.2176895871244184,0.3266631959473507,0.2161563237767865,0.2427487536521333,0.2198542172013518,0.2633377896775677,0.2249028832072355,0.3547317920189883,0.2291787253195139,0.2534330454067586,0.2366787902470051,0.2576442325543304,0.2536551297752503,0.3266540599373009,0.221563764670261,0.2014084657581492,0.272602538863314,0.1827913564151444,0.1898423876119999,0.2141425657901727,0.2096102967639943,0.1875931390961547,0.168944515550141,0.1694640928704203,0.2299628970906155,0.132110468992618,0.1331876865588235,0.0872660392490871,0.1398754310383339,0.1364496702893944,0.0706085416808868,0.0866715181391555,0.1985520284409716,0.0818625360731282,0.0836564933456003,0.1459194553706133,0.2279282756966054,0.245423751401713,0.170614661333353,0.1784516111756495,0.1735705875504791,0.1700085442482901,0.2137462423729417,0.1714782018243212,0.1723617855888974,0.1690476550929531,0.227183557072081,0.2881323030642413,0.1879383946298745,0.184909854549538,0.1735881497267151,0.171367067880503,0.1785811873540019,0.199519022649838,0.1921644919585325,0.1793787143807819,0.1896070203085713,0.2066112235302384,0.1907070301332467,0.2081123243926299,0.1799632122099446,0.1724878566349552,0.1800103928838012,0.2309311997307688,0.1916741654928984,0.1955867939283351,0.1891428805340105,0.1704769376420145,0.1947116738970251,0.1820439122513661,0.2746025442007394,0.2676593853566444,0.264046925647186,0.275204173754247,0.294899309522723,0.2127273098792592,0.2282069132485702,0.2494367930393437,0.2359833355420839,0.2104748875781084,0.2592389460070698,0.3233161454422983,0.2152372520232219,0.2324917431012423,0.2452233534320349,0.3577846639090261,0.2323798918187023,0.2444266894420472,0.2105414141657959,0.2781953647053967,0.2466160935860699,0.3089941099638515,0.2269196514550024,0.1799087896192723,0.1345758704958335,0.1657869474926947,0.1307682865375703,0.2989493075851328,0.3127872442685451,0.2652894441646154,0.2048512019595669,0.2260632614748914,0.2890062096816628,0.2503111879635291,0.2223663075013924,0.3896712105536579,0.261393261676428,0.2202375802780132,0.3895247723051049,0.2809809195332704
316188_16_consensus,0.0757839035253091,0.0,0.0762595462541249,0.097185528294041,0.1059931780302534,0.2978344018872931,0.2832374066988983,0.2800940352136081,0.2884130369710078,0.2650183554493779,0.3221831027516586,0.3030691302014361,0.2532421575657011,0.2530076604240037,0.3024006251909306,0.2360962068933396,0.2604086423401242,0.2693204415516277,0.2433405962525014,0.2557617555199272,0.2774961230382189,0.256321468480909,0.2763431147222839,0.1925379342643118,0.114166850924132,0.1225814743112465,0.1382454507797916,0.132177043330028,0.1177978157980419,0.1171676971679005,0.1256527269541507,0.1806853442158065,0.254453380739978,0.2652042938861072,0.172988879625759,0.2685079869628097,0.2798830814374469,0.1212552438581049,0.1765936340163882,0.3722525453270791,0.139471226080559,0.1614168749825637,0.2917293315073621,0.3672066998279284,0.4072231173549063,0.2369096800697399,0.1962741787709347,0.2271770354261661,0.2012003517582385,0.3489945039531648,0.2140862515680446,0.2229142610804544,0.2054602867885648,0.2949930258814888,0.4433098070219898,0.2259583105914124,0.254608058979759,0.20092067119527,0.2354642737717824,0.2855846073321579,0.3049691586205192,0.3119219878682173,0.2808844148454454,0.2636530976485858,0.2970255692199046,0.307489587444465,0.2359745774632387,0.2326597277596889,0.2569447099350199,0.2457446905299427,0.2486169729127993,0.258704890070657,0.2344733602774447,0.2879632189397689,0.2659618652671511,0.2307167811674091,0.2627855483146746,0.4356186639653607,0.247588663690621,0.2200973430766204,0.2378412957494191,0.2581528735903333,0.2823176158400393,0.3442626575312921,0.3762881522223793,0.2190588174178955,0.2745122453811568,0.3941582048569998,0.5179505003485048,0.1546863976226049,0.1751954724370179,0.1804033998729899,0.2705571017900858,0.1635164107381719,0.1734868446854385,0.148234827164682,0.2023353844176085,0.175288570638699,0.2348114248191386,0.1987709864230105,0.1496053547280667,0.1558122512009063,0.1688324686119813,0.1371462125943559,0.2198504700697867,0.2337911645973385,0.1970508145727265,0.2687931192871673,0.2841994975094728,0.3418919344983528,0.3597359475057153,0.3107539896590481,0.3464008280576962,0.2984709699606185,0.3178020099451046,0.358505172579818,0.3831206137993774
316188_4_consensus,0.0483445404163589,0.0762595462541249,0.0,0.0766279254873687,0.0642150851414413,0.2305916615033609,0.2339715267568927,0.2281112695347751,0.3087032078517815,0.2232465814651654,0.2492275065555063,0.2344180094721863,0.2566334067877029,0.2276756602659588,0.334062564357751,0.2277831604946527,0.2486283203716688,0.2370804860339532,0.2526130854650681,0.2491794282947026,0.3083966312545421,0.2247382231538424,0.2163009698114031,0.2602890002754066,0.1759279556242639,0.1814077940768399,0.2054513283044592,0.1978926236013833,0.1758394530779696,0.1725506739388507,0.1772494636887494,0.2331090358583978,0.1705024107442412,0.1704337650216061,0.1180523845793644,0.1773219359043629,0.18043544479114,0.0923592748448527,0.1159292192887804,0.2453942197347416,0.1054004720216745,0.1115093579086412,0.192709716207311,0.2889383889771721,0.3091218080871947,0.2084532933471976,0.1978765149423367,0.2051573399940665,0.1922636989830337,0.2702428602738251,0.1980621261923119,0.2049312208152613,0.1951375909517274,0.277368160561025,0.3588043255127822,0.2229941715253645,0.226243502764909,0.2002110040703897,0.2100072376553292,0.2148103805001895,0.2305320973647049,0.2301666255560164,0.2138274479105533,0.2150444544863248,0.2321538466649642,0.2290577254411765,0.2210298597044619,0.2003670457910935,0.2022641252503731,0.2042055171926975,0.2384139831931442,0.2140875235559036,0.2117978094843877,0.2210427643350314,0.2047919393280928,0.2101948270388227,0.2086282102654557,0.3056742390650164,0.2591962693704275,0.2546518600565477,0.2681881400509027,0.2892553030063745,0.2237454135957861,0.2504314763381998,0.270248733711977,0.2291606193869206,0.2184008618693091,0.2830708185159523,0.3624004983432769,0.2061784377281981,0.2179367276184045,0.2277372443040874,0.3309597750450876,0.2171173194545339,0.2287553261438226,0.2019162640546241,0.2574318623831573,0.2317262368098624,0.2887987298069916,0.2138964633702471,0.1746663224311042,0.1402067058216829,0.1646193416502015,0.1360680266381848,0.2797450318833405,0.2891226468783827,0.2464786567545083,0.2304998398778259,0.2467799884747066,0.3043097096797993,0.2775712015292804,0.2505589348585744,0.3836595818353494,0.2724385146722952,0.2503552095426826,0.3843267040868703,0.3020117963467683
316188_6_consensus,0.0574094806852478,0.097185528294041,0.0766279254873687,0.0,0.054717977435434,0.2361871782350846,0.2576655075881859,0.2343450276990495,0.3670412888210919,0.2398016918107544,0.2770577019068483,0.2421660698907004,0.2857309579823237,0.2364790878568072,0.3970964601986395,0.2503082834547783,0.2814202941031283,0.2613198529329317,0.2788318885858309,0.2737219142922278,0.361213589073067,0.2435993464942356,0.2211282894320696,0.3518147890340515,0.2351191272395318,0.2423172204829029,0.2842682428288832,0.2740785797989424,0.2410870698666016,0.1817446337610491,0.1661953212062847,0.2313816322847053,0.142226448169854,0.1655484574278887,0.1154324766140497,0.1562534846923249,0.1701558223507504,0.1005768484012108,0.1173103918043558,0.2220174754277408,0.1117933663708434,0.1152018506864038,0.1586736808956601,0.1981796953314756,0.2310654314367255,0.1524273225669858,0.1727422171623125,0.1620697740283034,0.1600921175265668,0.1949014514769587,0.1640514047499621,0.1574594052709734,0.147269662464673,0.165746586840072,0.2362031079603355,0.1432709780635903,0.1440392083923889,0.1611507228848552,0.1508883519575654,0.2087313928124956,0.2412104369790739,0.2241609854469501,0.2080038608780476,0.2252460923271968,0.2540665010851057,0.2194900837999398,0.2429041320364184,0.2094928631406105,0.1974356662188761,0.2078645586759364,0.2745631857224779,0.2269144352926488,0.2290739543566999,0.2213756759576099,0.1921439480934808,0.2282515760160173,0.2181010858327106,0.3118099903572897,0.2960152133964406,0.284639009668453,0.2966124793417393,0.3113048468815691,0.2404914037749073,0.2656807062448187,0.2861891949868216,0.2477467177526051,0.2453868945059554,0.2961094721919259,0.3563606916806314,0.2575549427796666,0.2934991935196152,0.3032352880195148,0.4521995390889017,0.2917022569383434,0.3044314006439634,0.2483583516855461,0.3426236691078017,0.2995642866824468,0.396930077981235,0.3104636935796279,0.2379120450782288,0.1798282341151029,0.2313532044688315,0.1758119687909243,0.3817814112581104,0.3952059152812666,0.3343622190011714,0.2233173459993693,0.2529566922913027,0.351038262109558,0.2913099351740449,0.2441383252507662,0.4495657844614555,0.306514667452042,0.2427547938683609,0.4552219791722258,0.3362909492445496
316188_7_consensus,0.0387490393494509,0.1059931780302534,0.0642150851414413,0.054717977435434,0.0,0.2098242417985858,0.234017781029074,0.2158879513339506,0.3621818297198551,0.221812147756065,0.2430899373903585,0.2148052435363183,0.2844147466100253,0.2321364232424976,0.3944861845441529,0.245286184972258,0.2723606931929794,0.2465671396436448,0.2803080461605667,0.2699590209691571,0.3626347815139752,0.2305911602771999,0.1983148425340104,0.3354287036373691,0.2297983774680716,0.2381438736828194,0.2702734040512524,0.263322138794237,0.2364925184658552,0.2005295697457612,0.1915987034774531,0.2587587685473806,0.1111706390060547,0.117565591831493,0.0841410171941845,0.1206499453006593,0.1187042175745176,0.0787478848659333,0.0831618203382049,0.1684018455544915,0.0870713567102363,0.083956624816583,0.1192949377439482,0.1900972779596514,0.2070600149967845,0.1571160069723056,0.1820503930870742,0.1657297386226304,0.1681659291109376,0.1807077828118686,0.1686882816759443,0.1648994138651716,0.1613741258359127,0.1967481836014997,0.2370450327702791,0.1713956997255579,0.1614268046818736,0.1733763129822207,0.1580009891913292,0.1725749391120068,0.1964016446553778,0.1821945645882259,0.1733443370659841,0.1945253698707496,0.2106481117565479,0.1807904230574308,0.2259236811470835,0.1880657263659557,0.1695085241395304,0.1840593055845403,0.2537360008879687,0.1973189910106967,0.2091728780118167,0.1850371646075785,0.163610492721645,0.2089240554872482,0.1846612168582844,0.2505090104697842,0.2909224538983395,0.2907827815976311,0.3014082578279335,0.3184394236179493,0.2107882296715608,0.216689213519782,0.2337267567291974,0.2534085145750779,0.2130655083118497,0.2418557838394619,0.2888986441666503,0.2558851684079535,0.2797233725770383,0.293199282740499,0.425104389417811,0.2823342236340984,0.2948805493176678,0.2498477034137849,0.3307848123076624,0.2937383342624784,0.3703503668719392,0.2738829827605613,0.2186670141308013,0.1539556537432957,0.1982133632160092,0.1543414437323171,0.3591166504002956,0.3731377786471057,0.3179846889584148,0.2037703445791834,0.2297131934425564,0.3078564083551853,0.2457653286839694,0.2156565017169072,0.4333675714197866,0.2780788436042023,0.2105327719702643,0.4322968701664607,0.283876674895275
326650_10_consensus,0.215841250701164,0.2978344018872931,0.2305916615033609,0.2361871782350846,0.2098242417985858,0.0,0.0333176202839595,0.0299783598695668,0.1410423735533648,0.0352652821964127,0.0343795104112381,0.0275036726625792,0.0833898013905525,0.0474682974289599,0.171592922108374,0.0654780119601454,0.0677430789797028,0.0442777712110782,0.0891356394929019,0.068393840187884,0.1520766704004081,0.0427903364333523,0.0287152852534156,0.4468964848504626,0.3386616033683971,0.3267192496437907,0.3863423614389738,0.3653508252959376,0.3383968844435578,0.2371646981765316,0.2285097073771709,0.3057852086158696,0.1631072925692578,0.1687720855773378,0.1583929604683263,0.1631876043416866,0.1867969388628871,0.1681005547456955,0.1526900770316004,0.199280184862296,0.165215019864334,0.165561900617849,0.1827451212493116,0.2352851577954453,0.2435455276511007,0.170796809984612,0.1702812973078273,0.1750914106433576,0.1564453580255786,0.2071159470254322,0.1626573695378894,0.1752758214569922,0.1625185896643373,0.2883862714168721,0.3226035371800009,0.2232773813784412,0.1999019904102468,0.1834603587563457,0.1835029879295433,0.0915170729018868,0.0908684438219324,0.0933024377221265,0.0860440939228865,0.0904107135740801,0.0921261956266228,0.0919472227638529,0.1024555760708167,0.0859012330463926,0.0759219549054464,0.0954364958772124,0.119440643124637,0.0854777598837941,0.1016111060417515,0.0853623186516898,0.0852511240456301,0.0997949548563852,0.089082634342855,0.1759511359301058,0.2118274131094288,0.2391744473229806,0.2481669953115357,0.2585898424983845,0.145286163945066,0.1509737918760194,0.1536852143852591,0.2062833247017117,0.1443855084155423,0.1650119378938157,0.229196026598867,0.2335066650665851,0.2421571956542578,0.2488140113911505,0.3642773272479402,0.272554439968026,0.2645597715801457,0.233473216286864,0.278865969838904,0.2549356730087417,0.326127721078798,0.2321539697182331,0.2004618976418761,0.1271735010761858,0.1631237785458701,0.1446159598529526,0.3273238097076962,0.3192909759608611,0.2711151253062809,0.1474300263274521,0.1566441956384423,0.1948659451015082,0.1594248561073925,0.1395868896447218,0.3063771665150341,0.1690221228835824,0.1311146028445335,0.2981739073896889,0.1661781774567217
326650_11_consensus,0.2280930086675425,0.2832374066988983,0.2339715267568927,0.2576655075881859,0.234017781029074,0.0333176202839595,0.0,0.0299276773585077,0.090555571669384,0.0266901914025972,0.0328441358438773,0.0343400951958905,0.0525035433383678,0.0363879898655028,0.1142948289185703,0.0422902340884547,0.0406370540082114,0.0281075949613338,0.0565782462938244,0.0432029772435029,0.1009100282346615,0.0290886762939059,0.0323042962788804,0.4020101769217916,0.3059416745486381,0.2927458269296252,0.3443514325827514,0.3249739041769359,0.3029510379879347,0.2074142980699918,0.2060434345811401,0.2798666550273054,0.2075706081018822,0.2093508467779798,0.183786461486509,0.2067143182699951,0.2314687801363533,0.1810218235884733,0.1780133046259635,0.2568228685153677,0.1797595638275844,0.1870154595960613,0.2342223947458102,0.2880091076257294,0.2970698396786275,0.189355937518421,0.1643520612913356,0.1852210143253891,0.156611538893479,0.2517399436117351,0.1656695892398048,0.1854671557646376,0.1705479500887143,0.326926575263176,0.3910045033963207,0.2419521505479807,0.2293233925964237,0.1840916569090609,0.2017990665563402,0.1057849645946333,0.0990726241945409,0.1123141732323205,0.0992416725652134,0.0887225221419214,0.0915632354999544,0.1117961995530016,0.0841305538968129,0.0798426758345876,0.0836525354321011,0.0927121423331769,0.091532760844462,0.0803629171886548,0.0867583542059371,0.0943797707159994,0.0991953085387997,0.0851518938499538,0.0898688685435402,0.2068900457650393,0.1788270065464487,0.2020286990160897,0.2121432649066541,0.2232462637351702,0.1443129863596226,0.1635570887784148,0.1707499112372517,0.1813300122287593,0.1388339077131632,0.1853733757397684,0.2731899726233706,0.1894454131160081,0.1913432640362558,0.1964749304683763,0.2900073404362828,0.2186086648840408,0.2105712779963333,0.1909101677015492,0.2207320124080531,0.2033344338250131,0.2597396512168473,0.1839153800883117,0.1615913536072959,0.1114012056529745,0.1337681603432337,0.1238682615079938,0.2617107987862255,0.2523042966893101,0.2138878122958516,0.1454255401648758,0.1490020461301711,0.1691637353636714,0.1641298041137915,0.1457488678766303,0.2460192199414947,0.1445072897996695,0.1396185505520506,0.2393864763112319,0.1601777011549181
326650_12_consensus,0.2176895871244184,0.2800940352136081,0.2281112695347751,0.2343450276990495,0.2158879513339506,0.0299783598695668,0.0299276773585077,0.0,0.1167849135003784,0.0305221293757824,0.0368694204045105,0.0309111545286562,0.0648718568734203,0.0369457673277082,0.1442730997067016,0.0518320362101398,0.0530375804769924,0.0347842694885791,0.0693598332751435,0.0517921103078471,0.1254394221855861,0.0344018983297509,0.029852016080845,0.4196097313104943,0.3132371438804746,0.2999212210676489,0.3593414903059724,0.3371008102053352,0.3128629760977865,0.2102376599508062,0.2018821408909552,0.2782595761266648,0.1775807891054057,0.1872997674569276,0.1654987572266257,0.179096347921071,0.2077133393557417,0.1677218820818495,0.1606940833418413,0.2264979874063399,0.1654012638128534,0.1711154051438725,0.202943138193433,0.2542722076378254,0.2694570199494279,0.1727303457653981,0.1623901081638656,0.1761523657557262,0.1507493255418239,0.2258138843576773,0.1597759672093204,0.1741731807828586,0.1581216087892443,0.290193060774726,0.3439445685306737,0.2181998715957114,0.201482938225169,0.1772372250910656,0.1859335374449813,0.104962095564975,0.103625067635285,0.1104319921559984,0.0979894095855691,0.096690344936217,0.1025107199809447,0.1077941111831499,0.0977678795251648,0.0865025294986594,0.0839539775567921,0.0993696330577478,0.1121024478892707,0.0891492318680136,0.0994453424987789,0.0967525710805183,0.0953769897902887,0.0966150651673878,0.0964468238712967,0.1961415619424542,0.1881825586083181,0.2104048707596568,0.2206293400946783,0.2292765689855684,0.1428027784607799,0.1604192159472504,0.1642659617254089,0.1833314833870361,0.1405730665776623,0.1779593694034353,0.2575582225235635,0.2032928669204921,0.2126404941558064,0.2176124036125593,0.3304634364597874,0.2426688574595097,0.2335022861086493,0.2027315801337295,0.2458617388491362,0.2228964834717501,0.295013333814758,0.2122761854999382,0.1786747915087865,0.116526451056675,0.1484586140276249,0.1307964626349012,0.2951575777237138,0.2863467419575798,0.239867800579276,0.1459301029200013,0.1544310707720768,0.1932852984034454,0.1702365152382512,0.1433732872344464,0.2821204249229687,0.1611723979149353,0.1369036325913093,0.2771162748433866,0.1746261276752605
326650_13_consensus,0.3266631959473507,0.2884130369710078,0.3087032078517815,0.3670412888210919,0.3621818297198551,0.1410423735533648,0.090555571669384,0.1167849135003784,0.0,0.0870436506210801,0.1265457132407093,0.1440097455620943,0.0400689366994129,0.0827898413891929,0.0274132439166976,0.0490556223617559,0.0443710548704068,0.0693347242139239,0.0365285274125284,0.0481393263448133,0.0251501162331031,0.0716789685424821,0.1299367269107882,0.3257711148979965,0.2598381479721787,0.2476959357548764,0.2796700869844528,0.2626828345748819,0.2540003547630718,0.1720528578952098,0.1916160158352191,0.2485372230076592,0.4059219204608837,0.4085757196059383,0.3276446877501442,0.4093091278541543,0.4419649991798913,0.2808989100296308,0.3267881970139008,0.5111101742835444,0.2882953102047736,0.31920414958795,0.4575249806719199,0.4946552153983958,0.5181495722657381,0.2944394449974616,0.1998865483553444,0.2671459344845388,0.2127956461776321,0.4422118759012079,0.2294675599220106,0.2644838424992777,0.2448635148842832,0.465049658535861,0.6339367746787303,0.3324201431230378,0.3595090404514565,0.234796047299028,0.302221394922288,0.2287781951646188,0.2105353143600901,0.2502812325814858,0.2180800961751572,0.1635072565334177,0.1788865043347556,0.2481530874823754,0.1005467488390792,0.1359626369173376,0.182279246451408,0.1595806255652405,0.0864412836070513,0.1467302617255441,0.1172203914231175,0.2032672324163371,0.2160387561852239,0.113632673290354,0.173453834197268,0.4171570820403119,0.1689506848260862,0.1699340373707265,0.1810828192391156,0.1979986745038147,0.2457058760865536,0.3142262753879166,0.3390765131478019,0.1859919484461656,0.2297942381710775,0.3625155806722766,0.523862222965576,0.1274630939096184,0.1205641212907444,0.1193191693695538,0.1591327370171669,0.1317338471335318,0.123454495404264,0.1301578241728904,0.1250930282999114,0.1228976991948371,0.1491899261328271,0.1347491187043807,0.1251841386478211,0.1484083978768033,0.1358210321981339,0.1421700219914576,0.1491875652766161,0.1400696997703434,0.1244635362873296,0.2202761252996907,0.2112001457816319,0.1952951256665187,0.2807862523183537,0.2533070562567161,0.1534737956209042,0.1672234297302068,0.2594091611191942,0.1568991026643686,0.255509962338575
326650_14_consensus,0.2161563237767865,0.2650183554493779,0.2232465814651654,0.2398016918107544,0.221812147756065,0.0352652821964127,0.0266901914025972,0.0305221293757824,0.0870436506210801,0.0,0.0383634981558316,0.036751341212998,0.0487214186550275,0.0335592450307338,0.1102684929638115,0.0368893022486567,0.0381670940753906,0.028441509849145,0.0509755612327147,0.0401220534314425,0.0943614129895102,0.0272004774501724,0.0317228925700838,0.3903668519033481,0.2924266902710535,0.2809466510810345,0.3320912193110672,0.3129148462039843,0.2900648938830983,0.1881097655766446,0.1871407713701351,0.2594931797242452,0.2062504622375662,0.2122049807132278,0.1808895189949737,0.2073257341354768,0.2323498771000487,0.173535439647793,0.175381236097337,0.2620905013061687,0.1742335096451306,0.1832921576750479,0.2330520754129885,0.2717192673466257,0.284784764441639,0.1709719750018692,0.1468031228952284,0.1676854911156127,0.1406077816040678,0.2385794560267129,0.1487496754598538,0.1662514196838138,0.1540229610035766,0.3006400283387336,0.3740413818947097,0.2191780892982251,0.2108446826505918,0.1640087115662787,0.1815106012466749,0.1008067898608047,0.0965245143238071,0.1085488200446391,0.0947095702807772,0.0825234562504348,0.0890938323001933,0.1075407048434939,0.0749898258764147,0.0719570532721505,0.0783518059984196,0.0839876144832665,0.0843887691522375,0.0752396810526363,0.0782911773162098,0.0903681801446083,0.0924290125719338,0.0759388510225704,0.0838057138531667,0.2173397113389299,0.1738283820712176,0.1932857456148653,0.2005095187019279,0.2119363784993098,0.1454518412551948,0.1692686925187168,0.1794978557821878,0.1727240999231831,0.1418964265916642,0.1940067665394984,0.2840572704257376,0.1779988437810296,0.1836790405911337,0.1885307447171236,0.2856308772504121,0.2071845988168981,0.1997922967239169,0.1784294690058772,0.2132530583947023,0.193788149833491,0.2535853981605029,0.1815380217191737,0.1532318756452504,0.1072952377811873,0.1308643809901255,0.1166041362267371,0.2541327865975873,0.2466305545633069,0.2060144492863926,0.1359154154097339,0.1409816432157811,0.1658231785258479,0.1628862581738808,0.1410593774679895,0.2356320251533432,0.1391523360508344,0.1373198799967312,0.2309513011651631,0.1620350173543556
