Sample1,326650_10_consensus,326650_11_consensus,326650_12_consensus,326650_13_consensus,326650_14_consensus,326650_16_consensus,326650_17_consensus,326650_18_consensus,326650_1_consensus,326650_2_consensus,326650_3_consensus,326650_4_consensus,326650_5_consensus,326650_6_consensus,326650_7_consensus,326650_8_consensus,326650_9_consensus,326651_14_consensus,326651_2_consensus,326651_5_consensus,326651_7_consensus,326651_8_consensus,326651_9_consensus,326713_2_consensus,326713_5_consensus,326713_9_consensus,326737_2_consensus,326737_7_consensus,326737_8_consensus,326780_11_consensus,326780_12_consensus,326780_13_consensus,326780_14_consensus,326780_15_consensus,326780_16_consensus,326780_17_consensus,326780_1_consensus,326780_2_consensus,326780_5_consensus,326780_6_consensus,326780_7_consensus,326780_8_consensus,326797_10_consensus,326797_11_consensus,326797_12_consensus,326797_13_consensus,326797_14_consensus,326797_15_consensus,326797_16_consensus,326797_17_consensus,326797_1_consensus,326797_2_consensus,326797_3_consensus,326797_4_consensus,326797_5_consensus,326797_6_consensus,326797_7_consensus,326797_8_consensus,326797_9_consensus,326907_11_consensus,326907_13_consensus,326907_3_consensus,326907_7_consensus,326907_9_consensus,327059_11_consensus,327059_12_consensus,327059_13_consensus,327059_14_consensus,327059_15_consensus,327059_17_consensus,327059_18_consensus,327059_1_consensus,327059_2_consensus,327059_3_consensus,327059_6_consensus,327059_7_consensus,327059_8_consensus,327059_9_consensus,D103_10_consensus,D103_12_consensus,D103_13_consensus,D103_1_consensus,D103_7_consensus
326650_10_consensus,0.0,0.0070504298422466,0.0151669706581953,0.0734468469729696,0.0189869895755867,0.0056468618611829,0.0609454448513799,0.0428420918309226,0.0875876900890562,0.0431842563857634,0.0309076921466022,0.0167395815180562,0.0474640757874516,0.0277916501280852,0.0827643890895348,0.0130035373403041,0.0052546043988179,0.2184349603102759,0.1738398681504254,0.1691889064589355,0.1993762739902083,0.1907703659010318,0.174068765960202,0.1290942151872078,0.1251702072483613,0.1575867865874549,0.0412353487451708,0.0389995858996554,0.0308897145880768,0.0384693757366552,0.0517961226757339,0.0554685764373541,0.0534745072423978,0.0451025766585155,0.0466100874456909,0.0408561814166326,0.0510053644656531,0.080053459733195,0.0737487926519433,0.0534346108162884,0.0695316851346259,0.0419693828897003,0.0122725307894411,0.015906256663464,0.0132821784313579,0.0180369351237663,0.0191785734886158,0.014256724323622,0.013727434530228,0.0248259577635012,0.0139800443643833,0.0212648209136254,0.0586514250690379,0.0245105564460015,0.0359826616515013,0.0122625277405612,0.0115771225819605,0.0288299700357743,0.0153419768658231,0.0510016479077313,0.0747858960968663,0.0308378138295832,0.0275543023041713,0.0959664190554319,0.1086168338021842,0.1216756603567574,0.1631942289212054,0.1333354400404793,0.1353751555147386,0.136998934487786,0.1281986874128895,0.148544929637433,0.09628435891549,0.0793832909598766,0.0567351639234754,0.1538371779080183,0.1476552996503359,0.132137550433887,0.0335317258440657,0.032992204109667,0.0502421946965911,0.104090698047619,0.09178696789502
326650_11_consensus,0.0070504298422466,0.0,0.0079091048226889,0.048208840220286,0.0091439938123363,0.0052056952903543,0.0399224501756858,0.0273326516903837,0.0603109464171529,0.0268906008864302,0.0159908607791283,0.007548020721007,0.0288903173966961,0.0143193514352955,0.0562860889462193,0.0060860835794747,0.0053917556045668,0.1825739229406195,0.1430023100010933,0.1382059437197034,0.1657440723183727,0.1581297546120437,0.143193153402648,0.1037269820561181,0.1022754563262884,0.1327198365258084,0.0357976489001465,0.0333951615376806,0.0324909869561107,0.0506222376319298,0.0442231908079087,0.0444255477853268,0.0467677310984457,0.0375410495701959,0.0624735370107263,0.0371854332628078,0.0454664592583826,0.0800657182354456,0.0687158992196295,0.0530937463837988,0.058198971604499,0.0417294016045683,0.0160223447770038,0.0199224610635466,0.0117755474969651,0.0275407794825541,0.0124957665546521,0.0126153542547964,0.0110401762772616,0.0147767561715186,0.0102969330060602,0.0159823020502321,0.0389902369165211,0.0146785898083345,0.0230410033630565,0.015720177463506,0.012634551815827,0.0174995235467996,0.0126102361330424,0.0676781378766859,0.0560705888290744,0.0294733899749193,0.0296203267450065,0.1221435927746501,0.0828096892027634,0.094145236757674,0.1296185718195852,0.1045444067809509,0.1070850454034655,0.1076269312499107,0.1006799894934653,0.1173552772534662,0.0731529320709398,0.059593490506371,0.042428734517065,0.1218111075146488,0.115979252627115,0.1031031078478772,0.0299979154955352,0.0272967021982974,0.0364570830466739,0.0778255415254509,0.0669477724449656
326650_12_consensus,0.0151669706581953,0.0079091048226889,0.0,0.0350413171324017,0.004944857676338,0.0123321079899314,0.024626005374662,0.0146796238197044,0.0454208746343045,0.0150229529560368,0.0100155983928615,0.0057557376711017,0.0173796516558564,0.0078907348069865,0.0408003245549846,0.0063305349130384,0.0109460112977384,0.1715397069663877,0.1303532370242139,0.1253660388423787,0.1554737234110277,0.1466878652858056,0.1309982766607547,0.0812102112861898,0.0773590052788364,0.105372435640124,0.0411131287864012,0.0396083098489867,0.0457874042854911,0.0604149882020887,0.0327172604694636,0.0351611488703227,0.0389459474726656,0.0306066572231431,0.0741328685519135,0.033904200019033,0.0362383999503181,0.066301354454672,0.0540042478396989,0.0441001666221083,0.0439528780943287,0.0378733346023816,0.02912156363878,0.0374125203862725,0.0192858722306983,0.0454108822776504,0.0163111367104527,0.0246808730954661,0.016777905813802,0.016364952499674,0.0138657465785163,0.0183846353833345,0.0307779748424934,0.0149846220858451,0.0194554917780713,0.0287112558598989,0.0203616995177329,0.0173678881094749,0.0203882607946805,0.0925990564678533,0.0439042043984168,0.0329036470705981,0.040011000466789,0.1550562422585955,0.071424240502016,0.0809670392929939,0.1209353475540702,0.0915407034882829,0.0910676435252231,0.09191430078842,0.0833465735276473,0.1078507678252567,0.0710439343913771,0.0536536907268159,0.0370483853456349,0.1103622971183453,0.1062435268594583,0.0896275819685943,0.0302215191047237,0.0281957308585099,0.0383787497888832,0.0675298542320925,0.0609892549457615
326650_13_consensus,0.0734468469729696,0.048208840220286,0.0350413171324017,0.0,0.0241356587900254,0.063785684865163,0.0054423247516517,0.0150376442666084,0.0035389421750657,0.0101451933389782,0.0134343199345732,0.0284376969206832,0.0064925198750751,0.015761091765432,0.0024396054864741,0.0353998863653597,0.0624457079215545,0.092308060410116,0.0648215761726547,0.0601055255720668,0.0815872555210344,0.0765022908046715,0.0655160225020168,0.0393889422614526,0.0445682366204644,0.0652947392085288,0.068760228029256,0.0676983745792245,0.0975907675878007,0.1448785907170489,0.0526183794810277,0.0438853351485502,0.0610049278809556,0.0516893604051036,0.1703636521075209,0.0668676637691403,0.0623548226966566,0.1068149167080534,0.078450518387366,0.0878783635633402,0.0490868850887755,0.0814757410619559,0.0882010063590765,0.0981191736891204,0.0608828022974048,0.1235671570940972,0.0416253318883352,0.0675382314795225,0.0545700556001698,0.0314619795225459,0.0484918681236221,0.0462100978201274,0.0111241134556632,0.0300100691782052,0.0220238893352417,0.0873370775482413,0.0705580384251485,0.027044578288037,0.0575250336525412,0.1938593849390146,0.0272140709266732,0.0753155208787639,0.0951505202696907,0.2825886497181855,0.0301513470920697,0.033062502323351,0.0523792902371846,0.0367834035101122,0.038138533857813,0.0372696108159411,0.0339286923938688,0.04615746886597,0.0397977406734275,0.0320925075996472,0.0346999950422635,0.04579797300498,0.045142993436853,0.0360154038584763,0.0621736694543795,0.0560762641226482,0.0395878140348759,0.0248181310063655,0.0253754602924978
326650_14_consensus,0.0189869895755867,0.0091439938123363,0.004944857676338,0.0241356587900254,0.0,0.0152943340082911,0.0163102957614613,0.0095220462983176,0.0329895615996118,0.0082533987051816,0.0053722111664882,0.0041851950090743,0.0100516378157466,0.0041395766965175,0.0290361822617919,0.0051569889056315,0.0132388772643405,0.1492757742664761,0.1107091259412005,0.1059480475899823,0.1341944584339609,0.1263671165121609,0.1111447827547786,0.0658553140079662,0.0640995898698779,0.0894413282005235,0.0363402505477683,0.0351563109386381,0.0452576296378604,0.0652055664739759,0.0277391744312511,0.0280655172666914,0.0334362863055197,0.0256906930465365,0.0810401978878818,0.0302326884001287,0.0323056481962824,0.0641292817907359,0.0494170811435061,0.0433493197997032,0.0359502508369065,0.0359614535850703,0.0305323080116419,0.039049831437067,0.0179918860712495,0.0501609538332736,0.0123385740856329,0.0234662058895205,0.0149876731190881,0.0111696063312196,0.0116261161993325,0.0139947722966251,0.0198247227985914,0.0095580593866682,0.0115392954727306,0.0300605884068572,0.0205795057663831,0.0108541509431603,0.0177540759495418,0.1009385179362301,0.0339233851777667,0.0315776177917621,0.0409507344371187,0.1669372695988213,0.0565849065708583,0.0652447384800458,0.1012535824790328,0.0735701074514079,0.0739140383295806,0.0749413070877569,0.0676480366178777,0.0887905197238243,0.0570963949701202,0.041275852038475,0.0278103649973688,0.0908756044400549,0.0880376989097468,0.0725692921599572,0.0265262177335712,0.0243313013687025,0.0298521559734457,0.0527204946606092,0.0473216747647722
326650_16_consensus,0.0056468618611829,0.0052056952903543,0.0123321079899314,0.063785684865163,0.0152943340082911,0.0,0.0528232765139558,0.0367045023838752,0.0776896708829211,0.0371854899899917,0.025262787328117,0.013048953096681,0.0405460386998548,0.0225695574714954,0.072904306209387,0.0105626349354386,0.0051423283730596,0.2059014658353755,0.163595708753963,0.1585322757051264,0.1880485990087814,0.1798410263759793,0.1634914244786731,0.1209787653119702,0.1179644173870677,0.1505161150808449,0.0409833776572243,0.0386737090927153,0.0329886202008307,0.0432410190988221,0.0487932852383705,0.0517856828298004,0.0513449380685706,0.0427299511142376,0.0527297689078141,0.039908390479149,0.0493544840888517,0.0806782667177223,0.0723754209063791,0.053947719588467,0.0656288560035607,0.0420290664209623,0.0136610161574601,0.0174771798626025,0.0125882010519715,0.0216111131490475,0.0164279896278465,0.0136673152615429,0.0125667399049946,0.0209290930200278,0.012619453953321,0.0197244183109619,0.0516555352584395,0.0209390320473374,0.0313355607358634,0.0137597215619065,0.0118811472829341,0.0246862904711999,0.0144801081528243,0.0590302635980375,0.0691394445755797,0.031931293051918,0.0301092649714824,0.1080508439839551,0.1009227824563367,0.1133493607886757,0.1526021642745805,0.1245883347951481,0.1270128252601203,0.1283519855818884,0.1199981744657456,0.1392835507686367,0.0898822765977334,0.0740681195709314,0.0533027771049416,0.1440061523273481,0.1380144061055332,0.1232123831725529,0.0335411072093325,0.0320622856686094,0.0463777672307834,0.0953785745372925,0.0834545897108691
326650_17_consensus,0.0609454448513799,0.0399224501756858,0.024626005374662,0.0054423247516517,0.0163102957614613,0.0528232765139558,0.0,0.0071205697265259,0.0092244235789342,0.0054728661536538,0.0093125832700877,0.0212913907198863,0.0038469513048156,0.0099433950364415,0.0060824308258862,0.0270301263076344,0.0509056412172794,0.1095573200485846,0.0772053074925906,0.0720633229316618,0.0978801865791325,0.0904773370085703,0.077795023155291,0.0395514807326131,0.0404909934627433,0.062727140317861,0.0632402445330315,0.0626790848328351,0.0900685255244333,0.1272513023240948,0.0410415531931276,0.0383505164305795,0.0523046891671672,0.0435343550411184,0.1499448298258636,0.0571170905104532,0.0511866741878872,0.088857682155071,0.0647135248084564,0.0715219007930922,0.0413586682659987,0.0678205049124853,0.0787476618920646,0.0911813754456565,0.0533898998790114,0.111104977223837,0.0366145024360378,0.0626119562007687,0.0464888327633685,0.0284473383402446,0.0408104943176619,0.0405254098992085,0.0131572632362662,0.0261702842711359,0.0198743145014734,0.0783825222398437,0.0605067934508731,0.02423532348259,0.0517255074609623,0.1821224188998078,0.0278520379465101,0.0678630724662996,0.0884643561961375,0.2684417625168471,0.0364111508202738,0.0398633514793429,0.0690908215185368,0.0462480102366793,0.0448799098967134,0.0449785886983917,0.0388618943171419,0.0602723572288788,0.0490403862376851,0.0355656604814358,0.0327491102178987,0.0597684520468728,0.0585499913965232,0.0444309614757472,0.0551843537828506,0.0504438780413574,0.0435229344584033,0.0345325008284129,0.0355667017033969
326650_18_consensus,0.0428420918309226,0.0273326516903837,0.0146796238197044,0.0150376442666084,0.0095220462983176,0.0367045023838752,0.0071205697265259,0.0,0.0215251052145619,0.0056847156512533,0.0078726573041008,0.0135116695365278,0.0062639807482876,0.0067725317439162,0.0171941913958511,0.0176864084718086,0.0345698076622635,0.1343896247627736,0.0970891392991628,0.0916778775781157,0.1208017219664503,0.1122208572796621,0.0975561013579842,0.0491619997644132,0.0466560329582455,0.0700762320147321,0.0543418140177216,0.0537630638578727,0.0739418050704925,0.0993695243412577,0.0319574756912466,0.0330150315909216,0.042389388496792,0.0343973375154931,0.1184112541739956,0.0447155279804398,0.040072454313754,0.0718445839435872,0.0528698033615837,0.0543130451836928,0.0365363534567269,0.0516899235425754,0.0609587150439949,0.0733606480221773,0.0407211374598732,0.0876382260471304,0.0289509495068376,0.0501905208612303,0.0347027974939431,0.0242067072679175,0.0298498676281004,0.0314386669208417,0.0188564405361182,0.0215230971390267,0.0186780773207093,0.0608158200358657,0.0448737084996508,0.0211040245547451,0.0403509782756676,0.1508364774436641,0.0314728914054658,0.0533697000186617,0.070434376666796,0.2293040139273943,0.0479721032784343,0.0536627687169959,0.0904970379411418,0.0621543785635321,0.0600700786218126,0.0606720113789336,0.0523016203700974,0.079126480691503,0.0583342752920996,0.0411941435960248,0.0316685238577987,0.0794446959623158,0.0775032909051036,0.0601304369381345,0.0452507805840314,0.0419904673638269,0.0443084133972391,0.0494039880795984,0.0486327494344678
326650_1_consensus,0.0875876900890562,0.0603109464171529,0.0454208746343045,0.0035389421750657,0.0329895615996118,0.0776896708829211,0.0092244235789342,0.0215251052145619,0.0,0.0144424091041335,0.0206657335152149,0.0373055710954783,0.0103193778195294,0.0231647767134592,0.0028392101773935,0.0458268224222226,0.0753224725763406,0.0941834595956185,0.0656152228234905,0.0611153641062491,0.0827353579389509,0.0783632764331212,0.066898915333649,0.0366354607542831,0.0416674202393299,0.060916652270067,0.080689722610372,0.0796440397536937,0.1122728550178893,0.1584180383573175,0.0577382760626514,0.0463062550057404,0.0649003463646229,0.0560620110939131,0.1849669491618719,0.0731673705245823,0.0663660841899052,0.110681385209868,0.0808071000594372,0.0934031625415254,0.0505975309090125,0.089009229250105,0.1032067036529449,0.1134053095004574,0.0740094041987946,0.1406472378172409,0.052730208050197,0.0811323638314309,0.0674526998482196,0.0412862793612562,0.0591418107121812,0.0549859060451689,0.0144878605253975,0.0392132762554249,0.0288330956343134,0.1013272582735345,0.0845199494029085,0.0361767251256379,0.0696414497671122,0.2091433891280694,0.0268660516514964,0.0826746703981022,0.1046829438055105,0.2997408792232043,0.0309911567166549,0.0326044423441338,0.050687696499402,0.0352234466503933,0.0368117167194341,0.0355844059984029,0.032742442713924,0.0444374020426199,0.0426054608956354,0.0354783660906345,0.0397040713636727,0.0436082967233151,0.0441385283872701,0.03530776236581,0.0674002257675505,0.0614086012618031,0.0423104659639932,0.0210239133365579,0.0234743308503704
326650_2_consensus,0.0431842563857634,0.0268906008864302,0.0150229529560368,0.0101451933389782,0.0082533987051816,0.0371854899899917,0.0054728661536538,0.0056847156512533,0.0144424091041335,0.0,0.006332399463016,0.0124407440922853,0.0027226750844562,0.0058499996049494,0.011899266028875,0.0165840392518594,0.0336290271053751,0.1258009939351847,0.0880727252698285,0.0834680939572951,0.1116392592013886,0.1042766493107203,0.0889017122600552,0.0422766484976229,0.0415647690131528,0.0631163818081894,0.0499005826166598,0.0495658643624237,0.0702316101714517,0.0936625432372579,0.0262587422701363,0.0236683067783314,0.0332959447152605,0.0264544670078965,0.1137870139702101,0.036352147556653,0.0325679540541683,0.0642353830398976,0.0449853523972407,0.0485794989644476,0.0274268471529408,0.0446892101246616,0.0570465004219284,0.0684581857750998,0.0365973182385754,0.0845606359389234,0.0243221103269686,0.0451988451715434,0.0316276407207869,0.0192294799401286,0.0252950587365727,0.0240867883744062,0.0113913510148373,0.0165745467506024,0.0118649559984502,0.0560234843653431,0.0417551858801825,0.0161391993789594,0.034857803099932,0.1442781596069542,0.023574417260896,0.0459490036508629,0.0632060297701482,0.2210083401018909,0.0405962998457392,0.0461485081627977,0.0797576443743137,0.0519036705815221,0.0514322506236757,0.0528741944603599,0.0455775957097932,0.0681992506031594,0.0493674171982156,0.0334085085286783,0.0251828969001852,0.0683777789678758,0.0680494330229377,0.0520804947378783,0.0350215635478416,0.0322404388686425,0.0314682476345566,0.0352097621787734,0.0347896005652783
