Sample1,316188_10_consensus,316188_11_consensus,316188_12_consensus,316188_13_consensus,316188_14_consensus,316188_15_consensus,316188_16_consensus,316188_17_consensus,316188_18_consensus,316188_1_consensus,316188_2_consensus,316188_3_consensus,316188_4_consensus,316188_5_consensus,316188_6_consensus,316188_7_consensus,316188_8_consensus,316188_9_consensus,326650_10_consensus,326650_11_consensus,326650_12_consensus,326650_13_consensus,326650_14_consensus,326650_15_consensus,326650_16_consensus,326650_17_consensus,326650_18_consensus,326650_1_consensus,326650_2_consensus,326650_3_consensus,326650_4_consensus,326650_5_consensus,326650_6_consensus,326650_7_consensus,326650_8_consensus,326650_9_consensus,326651_10_consensus,326651_11_consensus,326651_12_consensus,326651_13_consensus,326651_14_consensus,326651_15_consensus,326651_16_consensus,326651_17_consensus,326651_18_consensus,326651_1_consensus,326651_2_consensus,326651_3_consensus,326651_4_consensus,326651_5_consensus,326651_6_consensus,326651_7_consensus,326651_8_consensus,326651_9_consensus,326713_10_consensus,326713_11_consensus,326713_12_consensus,326713_13_consensus,326713_14_consensus,326713_15_consensus,326713_16_consensus,326713_17_consensus,326713_18_consensus,326713_1_consensus,326713_2_consensus,326713_3_consensus,326713_4_consensus,326713_5_consensus,326713_6_consensus,326713_7_consensus,326713_8_consensus,326713_9_consensus,326737_10_consensus,326737_11_consensus,326737_12_consensus,326737_13_consensus,326737_14_consensus,326737_15_consensus,326737_16_consensus,326737_17_consensus,326737_18_consensus,326737_1_consensus,326737_2_consensus,326737_3_consensus,326737_4_consensus,326737_5_consensus,326737_6_consensus,326737_7_consensus,326737_8_consensus,326737_9_consensus,326780_10_consensus,326780_11_consensus,326780_12_consensus,326780_13_consensus,326780_14_consensus,326780_15_consensus,326780_16_consensus,326780_17_consensus,326780_18_consensus,326780_1_consensus,326780_2_consensus,326780_3_consensus,326780_4_consensus,326780_5_consensus,326780_6_consensus,326780_7_consensus,326780_8_consensus,326780_9_consensus,326797_10_consensus,326797_11_consensus,326797_12_consensus,326797_13_consensus,326797_14_consensus,326797_15_consensus,326797_16_consensus,326797_17_consensus,326797_18_consensus,326797_1_consensus,326797_2_consensus,326797_3_consensus,326797_4_consensus,326797_5_consensus,326797_6_consensus,326797_7_consensus,326797_8_consensus,326797_9_consensus,326907_10_consensus,326907_11_consensus,326907_12_consensus,326907_13_consensus,326907_14_consensus,326907_15_consensus,326907_16_consensus,326907_17_consensus,326907_18_consensus,326907_1_consensus,326907_2_consensus,326907_3_consensus,326907_4_consensus,326907_5_consensus,326907_6_consensus,326907_7_consensus,326907_8_consensus,326907_9_consensus,327059_10_consensus,327059_11_consensus,327059_12_consensus,327059_13_consensus,327059_14_consensus,327059_15_consensus,327059_16_consensus,327059_17_consensus,327059_18_consensus,327059_1_consensus,327059_2_consensus,327059_3_consensus,327059_4_consensus,327059_5_consensus,327059_6_consensus,327059_7_consensus,327059_8_consensus,327059_9_consensus,D103_10_consensus,D103_11_consensus,D103_12_consensus,D103_13_consensus,D103_14_consensus,D103_15_consensus,D103_16_consensus,D103_17_consensus,D103_18_consensus,D103_1_consensus,D103_2_consensus,D103_3_consensus,D103_4_consensus,D103_5_consensus,D103_6_consensus,D103_7_consensus,D103_8_consensus,D103_9_consensus
326780_2_consensus,0.05668526,0.05094993,0.04802127,0.05062369,0.05005362,0.04987785,0.05607186,0.05553494,0.0529597,0.05374267,0.05504866,0.05347188,0.07017746,0.0618762,0.05305334,0.05105564,0.0489093,0.05120254,0.08743671,0.09063169,0.08839163,0.09507784,0.08965704,0.08912431,0.08863157,0.08808608,0.08773786,0.09185099,0.08877834,0.08994476,0.08598613,0.0866635,0.08190532,0.09377885,0.08552104,0.08476513,0.14998718,0.14784056,0.15510311,0.18337267,0.17186448,0.16269438,0.14886304,0.1450671,0.15186422,0.18892765,0.1727204,0.16769696,0.1590448,0.15463401,0.15779997,0.18385281,0.17543562,0.16264613,0.04088208,0.04722874,0.04835782,0.05415432,0.05823934,0.05322145,0.04119651,0.04764891,0.04999037,0.05767007,0.0608642,0.0572815,0.03835175,0.04787393,0.04784194,0.05729062,0.05837638,0.05116065,0.09335763,0.09566894,0.07422069,0.10712321,0.10065041,0.09165063,0.09352305,0.09720529,0.10597538,0.10609405,0.11773218,0.10238381,0.1005971,0.11332072,0.09710128,0.10447352,0.10760079,0.0961713,0.01285428,0.00742858,0.00948332,0.00558156,0.00649962,0.00547418,0.0077615,0.00636441,0.00578695,0.00409254,0.0,0.01533157,0.00422705,0.00251725,0.00233531,0.00580584,0.00614787,0.01314888,0.04856244,0.04821547,0.04864401,0.04726602,0.0509876,0.05262965,0.05023848,0.05205528,0.05218727,0.04572154,0.04936256,0.0526086,0.04706177,0.04866532,0.04573093,0.04926105,0.05276172,0.05203417,0.05149568,0.05614782,0.05240728,0.04367512,0.05060353,0.05253959,0.04618401,0.04471903,0.04835023,0.06665445,0.05402836,0.05011662,0.04868386,0.05269707,0.0540362,0.0527399,0.04955478,0.04932322,0.07209943,0.08280331,0.07811226,0.12426837,0.10495566,0.09294432,0.07476642,0.09462488,0.08383864,0.11430867,0.09058338,0.08314833,0.05936879,0.07736881,0.06606401,0.12419606,0.10629699,0.08835299,0.07125748,0.06250555,0.07338401,0.10116771,0.05493826,0.08081508,0.06518346,0.06773099,0.05939995,0.10213216,0.05532082,0.0829068,0.06060107,0.06250972,0.06237517,0.10047419,0.05999156,0.08913258
326780_3_consensus,0.07705203,0.06939807,0.06668411,0.06996456,0.06832663,0.06987747,0.07592343,0.07434501,0.07119064,0.07267132,0.07440943,0.07121167,0.09155523,0.08354577,0.0741623,0.07046487,0.06694134,0.07095691,0.11707463,0.11979064,0.11746314,0.12266797,0.11837839,0.1180686,0.11744861,0.11595149,0.11576366,0.12052225,0.11778034,0.11838863,0.11471686,0.11515619,0.11001732,0.12179881,0.11381386,0.11380309,0.17679493,0.17420761,0.18242468,0.21242242,0.20000936,0.19043674,0.17589152,0.17206243,0.17880953,0.21851412,0.20087853,0.19638153,0.18669245,0.1820982,0.18628125,0.21252847,0.20364564,0.19047274,0.05857303,0.06549476,0.06519278,0.07290648,0.07734092,0.07166173,0.05831361,0.06706683,0.06820131,0.07782634,0.08126894,0.07720745,0.05565509,0.06657209,0.06557395,0.0767848,0.07741477,0.07031527,0.12290469,0.12655664,0.1007091,0.13684071,0.13009157,0.11979616,0.12269378,0.12499246,0.13325878,0.13588992,0.14799529,0.13174769,0.13166369,0.1401494,0.12495391,0.13343228,0.13719169,0.12603731,0.03042715,0.02402518,0.02726844,0.02103689,0.02306982,0.02152318,0.02506075,0.02258891,0.02108619,0.02040648,0.01533157,0.0,0.01625148,0.01756352,0.01616268,0.02119331,0.02217544,0.02654264,0.0700891,0.06853228,0.07071698,0.06864873,0.07171244,0.07410181,0.07198127,0.07259846,0.07398687,0.06540716,0.06900365,0.07179642,0.0675488,0.06804439,0.06598965,0.07160216,0.07349954,0.07361785,0.06837957,0.08201136,0.0754632,0.06409256,0.07187922,0.07411287,0.06531954,0.06410035,0.07075381,0.08617594,0.07243599,0.0728023,0.07047368,0.07676108,0.07679749,0.07688795,0.07353396,0.07243316,0.0932212,0.10478386,0.09982824,0.15090282,0.12936948,0.11620463,0.0960521,0.11811621,0.10710981,0.13975517,0.1137853,0.10562777,0.07902734,0.10068245,0.08796478,0.15093314,0.13059234,0.11090922,0.09937482,0.08721603,0.10120875,0.1321119,0.07747665,0.1088153,0.09205674,0.09318223,0.08391343,0.1316663,0.07854894,0.11134132,0.08707374,0.08757028,0.08816937,0.12946368,0.08404428,0.11864882
326780_4_consensus,0.0580531,0.05167982,0.04697732,0.05193556,0.04931444,0.05000033,0.05795014,0.05573143,0.05253044,0.05512908,0.05491758,0.05361936,0.07155442,0.06190706,0.05212628,0.05184338,0.04897518,0.05151978,0.08665208,0.09083633,0.08753507,0.097736,0.08976612,0.08893949,0.08767587,0.08792428,0.08645396,0.09680866,0.09028797,0.09055409,0.08645728,0.08784865,0.08188524,0.09654914,0.08553077,0.08462891,0.15242661,0.15010618,0.15805368,0.18799003,0.17523858,0.16643408,0.15085241,0.14731881,0.15466123,0.19385631,0.17681435,0.17194118,0.16219617,0.15824074,0.16226178,0.18846987,0.17884657,0.1662695,0.04495168,0.05127716,0.05080685,0.06008877,0.06283902,0.05713714,0.04522521,0.05157,0.05235059,0.06331461,0.06508841,0.06090657,0.04206425,0.05167582,0.05002845,0.06318771,0.06286608,0.05494029,0.09134089,0.09386882,0.07157745,0.10679622,0.10051048,0.08979783,0.09147731,0.09481231,0.10358299,0.10600817,0.11779493,0.10157527,0.09833622,0.10901851,0.09394968,0.10457394,0.10777314,0.09483438,0.0111377,0.00881839,0.01055238,0.01054827,0.01075853,0.00884007,0.00845776,0.00934019,0.00811665,0.00746755,0.00422705,0.01625148,0.0,0.0057143,0.00392772,0.00951209,0.00839997,0.01101851,0.0490163,0.05013338,0.04965348,0.04695947,0.05214255,0.05440668,0.04993887,0.05330047,0.05281357,0.04644106,0.05211979,0.05588898,0.0481442,0.05126486,0.0472608,0.04899617,0.05441453,0.05401533,0.05768244,0.06067356,0.05743512,0.04869935,0.05616152,0.05739095,0.0513371,0.04965303,0.05296778,0.07248566,0.06045807,0.05515322,0.0541416,0.05703496,0.05859348,0.05856641,0.05499245,0.05403013,0.07512261,0.08685921,0.08201862,0.13158638,0.11100037,0.09746518,0.07767568,0.0986566,0.08759465,0.12113256,0.0963078,0.08685358,0.06165226,0.08103365,0.06916264,0.13152741,0.11223769,0.09304917,0.07610656,0.06619283,0.07874835,0.10927735,0.05815506,0.08598854,0.06939257,0.07095921,0.06302617,0.11011616,0.0581201,0.08820484,0.0643437,0.06515102,0.06719151,0.10846009,0.06415435,0.09454861
326780_5_consensus,0.05374527,0.04841476,0.04606391,0.04803697,0.0476499,0.04748712,0.05283982,0.05297647,0.05052551,0.05098873,0.05194268,0.0512772,0.06627342,0.05869005,0.05067359,0.04842341,0.04681406,0.04896442,0.08093291,0.08356019,0.0818255,0.08713357,0.08276134,0.08233598,0.08186474,0.08118835,0.08129012,0.0834917,0.08147642,0.08287302,0.07918164,0.07944978,0.07560777,0.08573101,0.07876966,0.07818919,0.14091246,0.13886761,0.14574011,0.17279179,0.16193602,0.15294434,0.1398912,0.13616604,0.14256906,0.17790437,0.1624146,0.1574421,0.14946715,0.14505731,0.14787775,0.17328535,0.16543464,0.15282771,0.03651269,0.0422958,0.04393955,0.04846969,0.05260918,0.04783602,0.03670478,0.04261519,0.04522661,0.0516348,0.05488671,0.05162288,0.0341616,0.04285076,0.04345118,0.0512431,0.05257708,0.04597669,0.08766075,0.09010658,0.0695796,0.1004269,0.09444955,0.08628742,0.08793615,0.09158845,0.09990156,0.0997134,0.11064722,0.09615023,0.09464128,0.10763308,0.09167038,0.09810306,0.10113977,0.09046013,0.01225622,0.00647845,0.00807793,0.00395921,0.00486177,0.00405143,0.00663712,0.00490168,0.00459734,0.00307622,0.00251725,0.01756352,0.0057143,0.0,0.00268161,0.00449676,0.00512928,0.01405189,0.04496022,0.04469902,0.04490439,0.04394058,0.04716539,0.04832665,0.0467723,0.04791198,0.04814835,0.0424069,0.04562486,0.04853111,0.04361353,0.04478881,0.04238799,0.04574886,0.04873505,0.04779184,0.04719776,0.05181255,0.04739876,0.03963519,0.04588927,0.04770629,0.04186573,0.04075322,0.04377856,0.06180977,0.05001684,0.04586104,0.04443879,0.04836815,0.04909998,0.04796656,0.04533846,0.04522413,0.06646802,0.0762282,0.07194811,0.11501031,0.09696095,0.08574662,0.06893711,0.08731441,0.07709455,0.10550102,0.08330236,0.07660267,0.05453117,0.07121215,0.06074285,0.11492872,0.0981786,0.08148493,0.06472751,0.05708513,0.06662096,0.09277313,0.05012231,0.07377433,0.05907171,0.06196332,0.05406057,0.09330969,0.05033481,0.07544875,0.05502957,0.05705823,0.05652077,0.09197296,0.05439671,0.08152457
326780_6_consensus,0.05543083,0.04930266,0.04609712,0.04919984,0.04806246,0.04803625,0.05462041,0.05384203,0.05087198,0.05209216,0.05279365,0.05171548,0.0683186,0.05996973,0.05113716,0.04983652,0.04748638,0.04954285,0.08449148,0.08755012,0.08512887,0.09250482,0.08674664,0.08617093,0.0855163,0.08495528,0.08425045,0.08981325,0.08615977,0.08707291,0.08317815,0.08386153,0.07909134,0.09113768,0.08251997,0.08202728,0.1468561,0.14470271,0.15208143,0.18060943,0.16878605,0.15987763,0.14560179,0.14191146,0.14875092,0.18598537,0.16973386,0.16474099,0.15604566,0.15167258,0.15508544,0.18100832,0.1723677,0.15971468,0.03902822,0.04511244,0.04598746,0.05255133,0.05606935,0.05099787,0.03925431,0.04543084,0.0473183,0.05567728,0.05844477,0.05467639,0.03648894,0.045671,0.04529075,0.05545848,0.0562878,0.04896627,0.09029036,0.09276348,0.07104853,0.10444457,0.09816925,0.08859386,0.09050088,0.09385238,0.10233953,0.10376384,0.11486849,0.09963907,0.09766315,0.10916658,0.09332559,0.10198251,0.10524045,0.09361969,0.01097597,0.00701741,0.00839956,0.00589607,0.006757,0.00542739,0.0069015,0.00596891,0.005185,0.00418181,0.00233531,0.01616268,0.00392772,0.00268161,0.0,0.00576267,0.00584533,0.01164823,0.04761341,0.04786869,0.04772401,0.04601206,0.05011627,0.05173175,0.04896278,0.05105753,0.05092402,0.04509408,0.04918552,0.05253104,0.04642293,0.04835404,0.04535661,0.04797829,0.05191739,0.0513069,0.05151234,0.05633513,0.05185095,0.04380374,0.05048855,0.05213716,0.04602936,0.04446588,0.04764837,0.0665406,0.05424394,0.05043493,0.04916599,0.05276341,0.05353764,0.05297772,0.04998357,0.0497873,0.06945236,0.08027798,0.07564995,0.1217974,0.10250919,0.09024151,0.07211361,0.09172873,0.08107693,0.11198377,0.08850595,0.08060461,0.05696255,0.07499739,0.0638057,0.12171694,0.10375268,0.08578199,0.0704552,0.06157693,0.072509,0.10095703,0.05375304,0.07994657,0.06398375,0.06644597,0.05841736,0.10145047,0.05419791,0.08189692,0.05978436,0.06114271,0.06137321,0.09994215,0.05900352,0.08804927
326780_7_consensus,0.04475896,0.04078244,0.03977179,0.04027844,0.04078652,0.04119064,0.0439803,0.0454328,0.04278039,0.04296539,0.04357898,0.04423222,0.05569809,0.05061643,0.04445849,0.0408284,0.04046361,0.04216162,0.06639633,0.0674357,0.06746635,0.06906895,0.06672863,0.0671572,0.06699835,0.06564797,0.06677386,0.0658408,0.06537309,0.06691968,0.06420796,0.06366615,0.06133628,0.0680225,0.0634983,0.0634267,0.11862175,0.11687795,0.12296775,0.14717134,0.13718369,0.1295175,0.11755111,0.11425018,0.12014836,0.15183466,0.13791329,0.13353814,0.12610993,0.12265167,0.12493698,0.1476763,0.14056568,0.12926959,0.02939676,0.03319919,0.0341385,0.0374681,0.04072925,0.03714194,0.02972823,0.03337982,0.03520041,0.04001175,0.04235136,0.04019838,0.02737862,0.03338313,0.03379135,0.03944491,0.04040326,0.03555722,0.07350533,0.07646859,0.05930173,0.08365781,0.07822945,0.07163109,0.07379503,0.07708306,0.0843139,0.08314596,0.09212998,0.08000501,0.08020035,0.0916034,0.07725052,0.08102838,0.08385738,0.07567371,0.01022252,0.00423234,0.00491473,0.00241142,0.00274934,0.00310936,0.00466729,0.00289679,0.00292187,0.00305598,0.00580584,0.02119331,0.00951209,0.00449676,0.00576267,0.0,0.00307637,0.01605697,0.03497734,0.03474203,0.03521386,0.03452734,0.03642146,0.03742772,0.03613766,0.03692021,0.03770718,0.03427372,0.03622136,0.03897075,0.03419847,0.03487047,0.03313436,0.03657197,0.03763787,0.03724696,0.04104912,0.04594505,0.04053894,0.0342047,0.03916061,0.04049894,0.03497357,0.03552224,0.03804511,0.05288334,0.04429916,0.04009736,0.03869747,0.04262899,0.04273436,0.04165382,0.04045037,0.04051868,0.05468948,0.06254923,0.0591848,0.09701177,0.0811376,0.07148945,0.05684039,0.07320724,0.06399188,0.08740866,0.06831847,0.06285673,0.04475783,0.05839049,0.0497243,0.09666223,0.08221114,0.06734772,0.05227896,0.04640215,0.0540671,0.07462487,0.04217768,0.05895341,0.04852971,0.05129879,0.04526394,0.07456207,0.04217081,0.06067492,0.0451131,0.04766548,0.04583371,0.07309426,0.04478391,0.06562266
326780_8_consensus,0.0424977,0.03842876,0.03627647,0.03784666,0.03771981,0.03826587,0.04189037,0.0421773,0.03970279,0.04068185,0.04033654,0.04144631,0.05249776,0.04703057,0.04019785,0.0384707,0.03746053,0.03907938,0.06427413,0.0659685,0.06528256,0.06874971,0.06493577,0.0650552,0.06468029,0.06386106,0.06418314,0.06652606,0.06459471,0.06571771,0.06276503,0.06268229,0.05963663,0.06779428,0.06191248,0.06133271,0.1180511,0.11627884,0.12254714,0.14761386,0.13696569,0.12931549,0.11669182,0.11342055,0.11969086,0.15244359,0.13805766,0.13376171,0.12586441,0.12242605,0.12510665,0.14801205,0.14032983,0.12920649,0.02872335,0.03239905,0.03270728,0.0376746,0.04003365,0.03607441,0.02908115,0.03242204,0.03365191,0.03992159,0.04142281,0.03915345,0.02668724,0.03249316,0.0322311,0.03977908,0.03961068,0.03452023,0.07068156,0.07350265,0.0561183,0.08139537,0.07607786,0.06884897,0.07108705,0.07398657,0.08098766,0.08157425,0.08995813,0.07778217,0.07716218,0.08717072,0.07367422,0.07935984,0.08237813,0.07317603,0.00715541,0.00342335,0.00419214,0.00387017,0.00350509,0.00319336,0.00380414,0.00272129,0.00278259,0.00335701,0.00614787,0.02217544,0.00839997,0.00512928,0.00584533,0.00307637,0.0,0.01258013,0.03452861,0.03508352,0.03466912,0.03341523,0.03624866,0.03722697,0.03521696,0.03665262,0.03688814,0.03376366,0.03704353,0.04021891,0.03420381,0.03557763,0.03344443,0.03555249,0.03771132,0.0371906,0.04189067,0.04523424,0.04020819,0.0343878,0.03880347,0.04014542,0.03515265,0.03518907,0.03745573,0.05326498,0.04518698,0.04016253,0.03920569,0.04224198,0.04199481,0.04206034,0.04066436,0.04008335,0.05348522,0.06170209,0.05797811,0.09769951,0.08129536,0.07091806,0.0553287,0.07204216,0.06264928,0.08824223,0.06874273,0.06205266,0.04313244,0.05771766,0.04869085,0.09731855,0.08223306,0.06677174,0.05357883,0.04669561,0.0554973,0.07760774,0.04251579,0.06039086,0.04949106,0.05204891,0.04562997,0.07745308,0.04235927,0.06199142,0.04595807,0.04788807,0.04731916,0.07602786,0.04548535,0.06699172
326780_9_consensus,0.05394889,0.04736655,0.04216497,0.0473053,0.04521032,0.04511425,0.0532565,0.04960634,0.04664707,0.05005404,0.04902438,0.04836905,0.06383416,0.05501527,0.0455323,0.0486446,0.04466376,0.04607913,0.0828908,0.08675372,0.08246601,0.09486068,0.08594089,0.0842835,0.08343655,0.08346152,0.08027779,0.09504981,0.08759936,0.08726771,0.08320536,0.08488416,0.07854583,0.09345117,0.08185494,0.08083816,0.14328255,0.14138137,0.14928413,0.17909724,0.16528387,0.15755841,0.14155977,0.13815449,0.14552445,0.18459676,0.16757267,0.16309415,0.15318108,0.14915925,0.15378537,0.17895273,0.16888623,0.15755162,0.04239041,0.04779552,0.04611692,0.05650828,0.05741648,0.05251362,0.04245366,0.04757153,0.04667613,0.05911963,0.05953361,0.05544002,0.04023768,0.04767068,0.0447238,0.05969891,0.05803153,0.05021774,0.08633864,0.08880109,0.06793169,0.10149561,0.09594083,0.08423945,0.08720739,0.08823259,0.0954805,0.10225547,0.11143043,0.09667318,0.09334316,0.09968897,0.08618236,0.1002758,0.10406328,0.091312,0.00988163,0.01255243,0.01283358,0.01791284,0.01738224,0.01506248,0.01173354,0.01368557,0.01308718,0.01451665,0.01314888,0.02654264,0.01101851,0.01405189,0.01164823,0.01605697,0.01258013,0.0,0.05236066,0.05476812,0.05273331,0.04967532,0.05574053,0.05772862,0.05203329,0.05637257,0.05501315,0.05141628,0.05844479,0.06256476,0.05296601,0.05674638,0.05289736,0.05203404,0.05796076,0.0580032,0.05934254,0.06190862,0.05651997,0.05138958,0.0564677,0.05683656,0.05304192,0.05098581,0.05220534,0.07305094,0.06163706,0.05827072,0.05846256,0.05882795,0.05810836,0.06054778,0.05864313,0.05703787,0.0704896,0.08214119,0.07685411,0.1266513,0.106264,0.09206682,0.07185243,0.09289721,0.0818989,0.11730492,0.09398299,0.08277386,0.05822516,0.07779137,0.06618174,0.12650101,0.10740836,0.08801291,0.08212476,0.07066003,0.08395943,0.11556961,0.06335693,0.09061297,0.074963,0.07610796,0.06886794,0.11563011,0.06312625,0.09289692,0.07037338,0.07011203,0.07271544,0.11395566,0.06993894,0.09891423
326797_10_consensus,0.04649666,0.04736677,0.04547457,0.04539893,0.04564761,0.04853062,0.04757837,0.05001785,0.04768365,0.04911498,0.04692533,0.05229933,0.05412641,0.05180586,0.04825785,0.04523183,0.04832048,0.04838674,0.03540725,0.03589992,0.03804653,0.03729971,0.03526341,0.03586864,0.03620682,0.03534636,0.03799234,0.03778303,0.03495699,0.03564344,0.03478573,0.03434202,0.03372063,0.03755604,0.03401224,0.03365444,0.08457194,0.08326738,0.08782762,0.10680433,0.09845711,0.0938316,0.08260844,0.08106538,0.08680404,0.11073906,0.10017963,0.09642139,0.09016311,0.08915309,0.09061762,0.10809458,0.10179074,0.09322893,0.04206321,0.04156649,0.03994165,0.04463777,0.04392687,0.04136375,0.04308886,0.04051621,0.0401841,0.04406157,0.04286085,0.04305569,0.04028362,0.03991291,0.03978037,0.04424201,0.04261278,0.04038971,0.04630939,0.04942116,0.04168287,0.0530337,0.0499961,0.04546275,0.04687636,0.0498164,0.05590254,0.05363979,0.05882968,0.05104895,0.05084343,0.0616171,0.05149346,0.0518892,0.05410935,0.04809178,0.03531054,0.03287895,0.03000459,0.03835831,0.03550457,0.03769415,0.03251976,0.035515,0.03576259,0.03801208,0.04856244,0.0700891,0.0490163,0.04496022,0.04761341,0.03497734,0.03452861,0.05236066,0.0,0.00403562,0.00358165,0.00386825,0.00360969,0.00447514,0.0033208,0.00436121,0.00467274,0.00467512,0.00572556,0.00720895,0.00318725,0.00524465,0.00411911,0.00399678,0.00419348,0.00435585,0.05250458,0.04654226,0.0437812,0.04198267,0.04423076,0.04332344,0.04253495,0.04526256,0.04396073,0.05484558,0.05692785,0.04399963,0.04426853,0.04493511,0.04492249,0.04534167,0.04579651,0.04528703,0.04798833,0.0540937,0.05183621,0.07791103,0.06738082,0.05962475,0.05000663,0.06086524,0.0543374,0.06835797,0.0570548,0.05204149,0.04344995,0.04847171,0.04429036,0.07675206,0.06792171,0.05739792,0.04131093,0.04106747,0.04262795,0.05324459,0.04303813,0.04352359,0.04062294,0.04307025,0.04126897,0.05327742,0.04257928,0.04458374,0.03765742,0.04102128,0.03998029,0.05234445,0.04176349,0.04753605
326797_11_consensus,0.04721315,0.04830746,0.04765466,0.0461707,0.04732227,0.05006178,0.04820951,0.05129779,0.04941413,0.04990789,0.04873495,0.05342015,0.05549649,0.05410368,0.05082296,0.04622367,0.04923239,0.0496636,0.04105449,0.04108574,0.04376086,0.04105376,0.04023316,0.04142657,0.04188264,0.04068078,0.04356937,0.04039333,0.03933045,0.04040141,0.03952675,0.03912144,0.03880386,0.04125673,0.03889327,0.03860641,0.08982568,0.08842645,0.09280685,0.11166904,0.10363185,0.09868093,0.0881866,0.08639958,0.09174009,0.11563578,0.10509771,0.10122809,0.09532364,0.09410816,0.09529837,0.11279848,0.10701043,0.09795328,0.04176181,0.04145092,0.04059125,0.04384794,0.04416607,0.04174539,0.04271299,0.04102877,0.04115536,0.04381386,0.04364144,0.04385425,0.04019946,0.04026081,0.0407594,0.04364963,0.04292881,0.04099658,0.0519441,0.05545562,0.04743403,0.0578174,0.05480605,0.05059606,0.05261006,0.05581723,0.06206288,0.05805459,0.0636174,0.05587904,0.05691588,0.06881304,0.05788636,0.0562137,0.05837955,0.05324548,0.0386704,0.03391253,0.03192678,0.03755501,0.03523479,0.03757496,0.03416654,0.0360494,0.03635483,0.03812924,0.04821547,0.06853228,0.05013338,0.04469902,0.04786869,0.03474203,0.03508352,0.05476812,0.00403562,0.0,0.00389063,0.00524161,0.00366437,0.00375137,0.00494279,0.00379846,0.00531601,0.00414005,0.00344171,0.00453487,0.0032768,0.00305079,0.00333815,0.00527007,0.00372189,0.00342773,0.05023336,0.04690808,0.04416984,0.0413602,0.04391267,0.04338676,0.04163554,0.04444416,0.04448886,0.05461289,0.05529527,0.04365425,0.04301855,0.04503748,0.0456283,0.04500203,0.04522785,0.04474551,0.04865159,0.05463026,0.05226071,0.07779095,0.06726397,0.06010562,0.0508833,0.061829,0.05510236,0.06841359,0.05674106,0.05275658,0.04429334,0.04938271,0.04484985,0.07674184,0.0679164,0.05770272,0.04320735,0.04277828,0.04406107,0.05416704,0.04454604,0.04541799,0.04208667,0.04554873,0.04255209,0.05437659,0.04424969,0.046355,0.03933991,0.0435598,0.04129273,0.05324623,0.04300293,0.0494224
326797_12_consensus,0.04516332,0.04615447,0.04459138,0.04426944,0.04428976,0.04722242,0.04651636,0.04878601,0.04655003,0.04793457,0.04556803,0.05106626,0.05254292,0.05048515,0.04667106,0.04402695,0.04706887,0.04720598,0.03578773,0.03621505,0.03840012,0.0377178,0.03557519,0.03631038,0.03671164,0.03572251,0.03840583,0.03770449,0.03509789,0.0359296,0.03509565,0.03470491,0.03419112,0.03781185,0.03431145,0.03395224,0.08698413,0.08566537,0.09016328,0.10936614,0.10094128,0.09620757,0.08510256,0.08341868,0.08897137,0.11325916,0.10270538,0.09858193,0.09259031,0.09147611,0.09277371,0.11053464,0.10431792,0.09546597,0.04176815,0.04124596,0.04007966,0.04440137,0.04405419,0.04119402,0.0426472,0.04034692,0.03999518,0.04387216,0.04294314,0.04291117,0.0400548,0.03978526,0.0397418,0.04420161,0.0426309,0.04039464,0.04693014,0.0501493,0.04248769,0.05370594,0.05103333,0.04604128,0.04783828,0.05089465,0.05704905,0.0544627,0.05948964,0.05150848,0.05141742,0.06305188,0.05217666,0.05290823,0.05517398,0.04898251,0.03595914,0.03313429,0.03049428,0.03840044,0.03544,0.03752266,0.03265236,0.03559526,0.03585803,0.03795136,0.04864401,0.07071698,0.04965348,0.04490439,0.04772401,0.03521386,0.03466912,0.05273331,0.00358165,0.00389063,0.0,0.00412766,0.0037526,0.00403981,0.00410121,0.00430805,0.00411359,0.00418513,0.00540609,0.00678862,0.00378048,0.0050712,0.00355693,0.00418009,0.00396469,0.00404876,0.05183167,0.0456861,0.04325369,0.04172505,0.04367706,0.04282501,0.04211565,0.0448908,0.04351147,0.05518365,0.05675578,0.0434074,0.04356542,0.04425486,0.0443475,0.04470739,0.04504906,0.04444575,0.0463325,0.05259217,0.05024262,0.07593792,0.06527521,0.05799814,0.04858309,0.05907024,0.05252173,0.0670472,0.0555625,0.05054533,0.04217612,0.04734692,0.04292916,0.07487958,0.06591695,0.05570198,0.04098194,0.04047613,0.04195526,0.05299224,0.04236455,0.04293179,0.0398558,0.04266239,0.04039896,0.05299243,0.04157475,0.04397287,0.03699408,0.04043236,0.03935379,0.05212652,0.0410429,0.04699222
