Sample1,316188_10_consensus,316188_11_consensus,316188_12_consensus,316188_13_consensus,316188_14_consensus,316188_15_consensus,316188_16_consensus,316188_17_consensus,316188_18_consensus,316188_1_consensus,316188_2_consensus,316188_3_consensus,316188_4_consensus,316188_5_consensus,316188_6_consensus,316188_7_consensus,316188_8_consensus,316188_9_consensus,326650_10_consensus,326650_11_consensus,326650_12_consensus,326650_13_consensus,326650_14_consensus,326650_15_consensus,326650_16_consensus,326650_17_consensus,326650_18_consensus,326650_1_consensus,326650_2_consensus,326650_3_consensus,326650_4_consensus,326650_5_consensus,326650_6_consensus,326650_7_consensus,326650_8_consensus,326650_9_consensus,326651_10_consensus,326651_11_consensus,326651_12_consensus,326651_13_consensus,326651_14_consensus,326651_15_consensus,326651_16_consensus,326651_17_consensus,326651_18_consensus,326651_1_consensus,326651_2_consensus,326651_3_consensus,326651_4_consensus,326651_5_consensus,326651_6_consensus,326651_7_consensus,326651_8_consensus,326651_9_consensus,326713_10_consensus,326713_11_consensus,326713_12_consensus,326713_13_consensus,326713_14_consensus,326713_15_consensus,326713_16_consensus,326713_17_consensus,326713_18_consensus,326713_1_consensus,326713_2_consensus,326713_3_consensus,326713_4_consensus,326713_5_consensus,326713_6_consensus,326713_7_consensus,326713_8_consensus,326713_9_consensus,326737_10_consensus,326737_11_consensus,326737_12_consensus,326737_13_consensus,326737_14_consensus,326737_15_consensus,326737_16_consensus,326737_17_consensus,326737_18_consensus,326737_1_consensus,326737_2_consensus,326737_3_consensus,326737_4_consensus,326737_5_consensus,326737_6_consensus,326737_7_consensus,326737_8_consensus,326737_9_consensus,326780_10_consensus,326780_11_consensus,326780_12_consensus,326780_13_consensus,326780_14_consensus,326780_15_consensus,326780_16_consensus,326780_17_consensus,326780_18_consensus,326780_1_consensus,326780_2_consensus,326780_3_consensus,326780_4_consensus,326780_5_consensus,326780_6_consensus,326780_7_consensus,326780_8_consensus,326780_9_consensus,326797_10_consensus,326797_11_consensus,326797_12_consensus,326797_13_consensus,326797_14_consensus,326797_15_consensus,326797_16_consensus,326797_17_consensus,326797_18_consensus,326797_1_consensus,326797_2_consensus,326797_3_consensus,326797_4_consensus,326797_5_consensus,326797_6_consensus,326797_7_consensus,326797_8_consensus,326797_9_consensus,326907_10_consensus,326907_11_consensus,326907_12_consensus,326907_13_consensus,326907_14_consensus,326907_15_consensus,326907_16_consensus,326907_17_consensus,326907_18_consensus,326907_1_consensus,326907_2_consensus,326907_3_consensus,326907_4_consensus,326907_5_consensus,326907_6_consensus,326907_7_consensus,326907_8_consensus,326907_9_consensus,327059_10_consensus,327059_11_consensus,327059_12_consensus,327059_13_consensus,327059_14_consensus,327059_15_consensus,327059_16_consensus,327059_17_consensus,327059_18_consensus,327059_1_consensus,327059_2_consensus,327059_3_consensus,327059_4_consensus,327059_5_consensus,327059_6_consensus,327059_7_consensus,327059_8_consensus,327059_9_consensus,D103_10_consensus,D103_11_consensus,D103_12_consensus,D103_13_consensus,D103_14_consensus,D103_15_consensus,D103_16_consensus,D103_17_consensus,D103_18_consensus,D103_1_consensus,D103_2_consensus,D103_3_consensus,D103_4_consensus,D103_5_consensus,D103_6_consensus,D103_7_consensus,D103_8_consensus,D103_9_consensus
326650_8_consensus,0.05997529,0.06150755,0.05946389,0.05973262,0.05997813,0.06315597,0.060467,0.06475837,0.05790266,0.06347131,0.05591087,0.06729152,0.06126496,0.06166863,0.0594333,0.05953248,0.06421892,0.06239067,0.00394002,0.00336406,0.00404804,0.00534049,0.00318834,0.00394742,0.00432396,0.00333428,0.0045376,0.00790739,0.00329972,0.00340059,0.00317914,0.00346769,0.00320354,0.00523874,0.0,0.00373339,0.05410913,0.05436251,0.05745953,0.07427137,0.06509826,0.06327199,0.05242796,0.05201559,0.0564491,0.07661347,0.06764416,0.06494084,0.05921114,0.05901068,0.06076047,0.07498457,0.06762493,0.06213505,0.04169753,0.03849334,0.03633487,0.04260102,0.03858749,0.03622042,0.04279602,0.03702411,0.03503575,0.03800888,0.03458468,0.03503111,0.04052114,0.0364472,0.03533739,0.03978171,0.03682734,0.03563325,0.02478791,0.0279824,0.02578436,0.03108346,0.02917767,0.02494787,0.02625106,0.02680774,0.02994122,0.03386082,0.03337193,0.02932662,0.02678258,0.0329618,0.02698448,0.03093413,0.03382209,0.02882502,0.05605815,0.05930776,0.05164563,0.06858176,0.06392432,0.06667991,0.05709366,0.06290047,0.06351456,0.06743948,0.08552104,0.11381386,0.08553077,0.07876966,0.08251997,0.0634983,0.06191248,0.08185494,0.03401224,0.03889327,0.03431145,0.03271245,0.03455032,0.03572543,0.03094888,0.03338454,0.03161023,0.04124427,0.04576696,0.04902309,0.03765498,0.04124899,0.03894412,0.03316025,0.03429037,0.03743573,0.06001115,0.0485653,0.04159486,0.04638845,0.04481081,0.04229199,0.0461877,0.04833473,0.04324042,0.05728065,0.06671905,0.04714033,0.05165838,0.04673639,0.04064531,0.04746283,0.05034513,0.05203601,0.04350223,0.04873947,0.04611389,0.06372929,0.05840722,0.05117768,0.0441014,0.05087756,0.04569115,0.05559313,0.05122991,0.04602339,0.04424493,0.0437794,0.04276592,0.06213944,0.05776336,0.05039546,0.03148434,0.03416919,0.03186781,0.03709332,0.03912176,0.03042548,0.03146359,0.03359172,0.03590761,0.03419296,0.03849647,0.02996071,0.03071538,0.03330193,0.03155406,0.0341445,0.03498341,0.03155892
326650_9_consensus,0.05876681,0.06123471,0.05834533,0.05895977,0.0594618,0.06229375,0.05994895,0.06389685,0.05773023,0.06292356,0.05587066,0.0665994,0.05975988,0.06007219,0.05800495,0.05850026,0.06308466,0.06126008,0.00387943,0.00378233,0.00464398,0.00668941,0.00360987,0.00420602,0.00443421,0.00446535,0.00548631,0.00878066,0.00414415,0.00416183,0.00363032,0.00448316,0.0039361,0.00662917,0.00373339,0.0,0.05596025,0.05616321,0.05933799,0.07567324,0.06682052,0.06490329,0.05430527,0.05388917,0.05826787,0.07790638,0.06916691,0.06636672,0.06074604,0.06067404,0.06215334,0.07651467,0.06937505,0.06370036,0.04172669,0.03880193,0.03710046,0.04226496,0.03875084,0.03649401,0.04275346,0.0370521,0.0354799,0.03819185,0.03502156,0.03564643,0.04072887,0.03677676,0.03603906,0.03978547,0.03702788,0.03600188,0.0240065,0.02666934,0.02529105,0.02941998,0.02791633,0.02425687,0.02533303,0.02660551,0.0305849,0.03204436,0.03242895,0.02831687,0.02520737,0.03340192,0.02665756,0.02977114,0.03228541,0.02730095,0.05533445,0.05846815,0.05142133,0.0683063,0.06328571,0.06587574,0.05659334,0.06255757,0.06330421,0.06659478,0.08476513,0.11380309,0.08462891,0.07818919,0.08202728,0.0634267,0.06133271,0.08083816,0.03365444,0.03860641,0.03395224,0.03251518,0.0346219,0.03551927,0.03084186,0.03392157,0.03203036,0.0407222,0.04540633,0.04917576,0.0375146,0.04142378,0.03875945,0.033123,0.03446628,0.03723578,0.05930005,0.04513716,0.04074291,0.04514512,0.04340584,0.04142557,0.04564337,0.04799802,0.04254288,0.05645475,0.06618913,0.04482059,0.0490461,0.04400955,0.03923736,0.0450906,0.0475447,0.04905348,0.04297576,0.04811471,0.04539775,0.06283934,0.0576867,0.05069281,0.04352894,0.05013244,0.04506804,0.05502393,0.0505208,0.04514191,0.04304837,0.04284945,0.04173683,0.06127625,0.05702472,0.04983548,0.0301583,0.03253878,0.0305914,0.03552225,0.03813492,0.02906697,0.03024753,0.03257974,0.03444763,0.03389671,0.03737411,0.02880076,0.02911866,0.0321764,0.03064926,0.03382347,0.03364545,0.0304888
326651_10_consensus,0.07560835,0.08097539,0.08616533,0.07758592,0.0838454,0.08756382,0.07386157,0.08345255,0.07919871,0.07889703,0.07480237,0.0870936,0.07136353,0.07930964,0.08636977,0.07889644,0.08707005,0.08587612,0.05757857,0.0527954,0.05853773,0.04672192,0.05281495,0.05401187,0.05756853,0.05258195,0.05693597,0.04831141,0.05195874,0.05258205,0.05474375,0.05072077,0.05541946,0.04672337,0.05410913,0.05596025,0.0,0.00208425,0.00218915,0.00599462,0.00326655,0.00293426,0.00200174,0.00226747,0.00232595,0.0071814,0.00403433,0.00398275,0.00242426,0.0025458,0.00346505,0.00571784,0.00358107,0.00301871,0.07397594,0.06500623,0.06243201,0.06084558,0.05501196,0.0576741,0.07490903,0.06414416,0.06127255,0.0558366,0.05125883,0.05526914,0.07518541,0.0630979,0.06299252,0.05689762,0.0538085,0.05867982,0.04099312,0.04546356,0.05284436,0.03628325,0.03463933,0.04138978,0.04211664,0.0394481,0.03757788,0.03841467,0.03142961,0.03681005,0.04619443,0.04329768,0.04407374,0.03363938,0.03515275,0.04232858,0.11320705,0.11648729,0.10766464,0.12419506,0.11942599,0.12432683,0.11445021,0.11848043,0.12013838,0.12665334,0.14998718,0.17679493,0.15242661,0.14091246,0.1468561,0.11862175,0.1180511,0.14328255,0.08457194,0.08982568,0.08698413,0.08561957,0.0835524,0.08407282,0.08173391,0.08120058,0.08084062,0.09588864,0.0976393,0.09889608,0.09018862,0.09029554,0.09235645,0.086531,0.08254883,0.08647089,0.09213365,0.08881818,0.07501948,0.08368228,0.07589733,0.07391641,0.07695464,0.08430015,0.07806752,0.08101879,0.0972467,0.08593528,0.09005662,0.08837618,0.07568015,0.08302056,0.09272452,0.09354483,0.0644141,0.0605775,0.06294066,0.06547615,0.06627476,0.06378727,0.06269197,0.06413139,0.06165304,0.05736037,0.06237687,0.06079657,0.06859861,0.06273374,0.06686277,0.06374595,0.06545522,0.06362009,0.08193825,0.08591247,0.08087061,0.07630361,0.09560756,0.07614959,0.08487666,0.08695411,0.0917077,0.06959185,0.09464765,0.07511456,0.08504339,0.08744298,0.08403961,0.06909431,0.08911903,0.07474301
326651_11_consensus,0.07408449,0.07938091,0.0844761,0.07598529,0.08198449,0.08608542,0.07243851,0.0818611,0.07755433,0.07738875,0.07329375,0.08528817,0.06990502,0.0776784,0.08485407,0.0773243,0.08540911,0.08426204,0.05778014,0.05310915,0.05893911,0.04694263,0.05308175,0.05424079,0.05776354,0.05286302,0.05744888,0.04859556,0.0522287,0.05294277,0.05511428,0.05101163,0.05572218,0.04702293,0.05436251,0.05616321,0.00208425,0.0,0.00225309,0.00613448,0.00336689,0.00299394,0.00229864,0.00217243,0.00227315,0.00747844,0.00420467,0.00417437,0.0026153,0.00244399,0.00365209,0.00582277,0.00368704,0.00305482,0.07284389,0.06398952,0.061424,0.05990964,0.05416966,0.05680115,0.07378169,0.06332183,0.06048306,0.05511306,0.05048883,0.05460432,0.07412943,0.06220857,0.06200219,0.05600014,0.05299554,0.05782148,0.04086735,0.04559948,0.05255813,0.0360805,0.03455848,0.04146477,0.04203034,0.03922507,0.03781623,0.0381847,0.03147676,0.03682067,0.04627041,0.04323944,0.04397298,0.03348096,0.03492689,0.04220678,0.11182525,0.1148118,0.10618069,0.12232772,0.11764998,0.12262545,0.11293029,0.11678063,0.11845495,0.12489594,0.14784056,0.17420761,0.15010618,0.13886761,0.14470271,0.11687795,0.11627884,0.14138137,0.08326738,0.08842645,0.08566537,0.08438649,0.08216656,0.08283453,0.08056815,0.08006969,0.0798438,0.09427459,0.0959947,0.09716366,0.08861278,0.08874808,0.09083838,0.08533352,0.08130321,0.08515883,0.09080128,0.08794345,0.07431664,0.08268834,0.07502441,0.07320307,0.07593222,0.0832954,0.07728913,0.08002629,0.09611127,0.08506773,0.08883796,0.08748928,0.07524597,0.08216451,0.09178921,0.0924935,0.06406122,0.06025314,0.06272255,0.06578797,0.06627029,0.06374745,0.06229678,0.06411581,0.06147605,0.05748843,0.06214467,0.06048789,0.06782633,0.06232047,0.06635216,0.06402253,0.06549118,0.06337905,0.08192435,0.08565016,0.08071245,0.07656797,0.09488892,0.07618421,0.08465189,0.08652769,0.09132778,0.07003433,0.09426759,0.0751408,0.08484258,0.08740801,0.08390574,0.0693807,0.08857475,0.07491747
326651_12_consensus,0.07882754,0.08463766,0.09007516,0.08101016,0.08735401,0.09130152,0.07700235,0.08689319,0.0829579,0.08223153,0.07825837,0.09069858,0.07407722,0.08248049,0.09011935,0.08220646,0.09085124,0.08960807,0.06098336,0.05597162,0.06227191,0.04913729,0.05601045,0.05738538,0.06090361,0.0559188,0.06065062,0.0504353,0.05483297,0.05572207,0.05798651,0.05377391,0.05902168,0.04911889,0.05745953,0.05933799,0.00218915,0.00225309,0.0,0.00472891,0.00262296,0.00232009,0.00246496,0.00269872,0.00204442,0.00582814,0.00335889,0.00320371,0.00212551,0.00220264,0.00260928,0.0043562,0.00281489,0.00240722,0.07798345,0.06871712,0.06650492,0.06394759,0.0583145,0.06106694,0.07897867,0.06782036,0.06527472,0.05896537,0.05444947,0.05878846,0.07931227,0.06678963,0.06711952,0.05986211,0.05701433,0.06214705,0.04455404,0.04891818,0.05708213,0.03886326,0.0375034,0.04502635,0.04566503,0.04292556,0.04121096,0.04117065,0.03394205,0.03988798,0.04975131,0.04729904,0.04790768,0.03645873,0.03779791,0.0456739,0.11860536,0.12120811,0.11229404,0.12826699,0.12358406,0.12873603,0.11922006,0.12286985,0.12477617,0.13114946,0.15510311,0.18242468,0.15805368,0.14574011,0.15208143,0.12296775,0.12254714,0.14928413,0.08782762,0.09280685,0.09016328,0.08904896,0.08649936,0.08695431,0.08524854,0.08418219,0.08397322,0.09911278,0.10027989,0.10144666,0.09337341,0.09308512,0.09535128,0.09002571,0.08551463,0.08920615,0.09589749,0.09238971,0.07859704,0.08742881,0.0792937,0.07737615,0.08056777,0.08829562,0.08182198,0.08421334,0.10112636,0.08937413,0.09336442,0.09194471,0.07926821,0.08633509,0.09625444,0.09719643,0.06760453,0.06324213,0.06578399,0.06688274,0.06822215,0.06624627,0.0658149,0.06670533,0.06439419,0.05887535,0.0645019,0.0634433,0.07198336,0.06554707,0.07002505,0.06507669,0.06746975,0.06614441,0.08442919,0.08888814,0.08336641,0.07738194,0.09923577,0.07814862,0.08789217,0.08976392,0.09486989,0.07068855,0.09835067,0.07706776,0.08811451,0.09077189,0.08699121,0.07016994,0.0921198,0.07662151
326651_13_consensus,0.09445485,0.10298282,0.10999706,0.09846316,0.10695874,0.11052258,0.09293615,0.10492862,0.10250986,0.099508,0.09670361,0.10954246,0.08834079,0.09938581,0.10956594,0.09922035,0.10986537,0.1083103,0.07804498,0.07201394,0.08033515,0.06281605,0.07214886,0.07417232,0.07801709,0.07300692,0.07903706,0.06290269,0.07026925,0.07182437,0.07460233,0.06972453,0.07655755,0.06324524,0.07427137,0.07567324,0.00599462,0.00613448,0.00472891,0.0,0.00296189,0.00330507,0.00664222,0.00689359,0.00526368,0.00200904,0.0023493,0.0027556,0.00380346,0.00438966,0.00343721,0.00181949,0.00282514,0.0032308,0.09717131,0.08640381,0.08509208,0.07811076,0.07297164,0.07742435,0.09831078,0.08515873,0.08372982,0.07294313,0.06894318,0.07461607,0.09901427,0.08441522,0.08619144,0.07362761,0.07161286,0.07890375,0.05739076,0.06143008,0.07422078,0.04752782,0.04671558,0.05797025,0.05818395,0.05613344,0.05406914,0.04932612,0.04126575,0.04998818,0.06177642,0.06126151,0.06238425,0.04469037,0.04539391,0.0565407,0.14534599,0.14599058,0.13694973,0.15223263,0.14706465,0.15343239,0.14457522,0.14759565,0.15022645,0.15632577,0.18337267,0.21242242,0.18799003,0.17279179,0.18060943,0.14717134,0.14761386,0.17909724,0.10680433,0.11166904,0.10936614,0.10948038,0.10511883,0.10493107,0.10468475,0.10282901,0.10332429,0.11933298,0.11862306,0.11939255,0.11291891,0.11140857,0.11485577,0.11004802,0.10403315,0.10731847,0.11300837,0.10735644,0.09499952,0.1050984,0.09558243,0.09376433,0.09781088,0.1072543,0.09952091,0.09812424,0.11862016,0.10560438,0.10891403,0.10803714,0.09595447,0.10118599,0.11264048,0.1134909,0.08286789,0.07572508,0.07965025,0.07322648,0.07755216,0.07803059,0.08074097,0.07886755,0.07772456,0.06555748,0.07490674,0.07610908,0.08861904,0.07901081,0.08530542,0.07104234,0.0766258,0.07837549,0.0981586,0.10477914,0.09680325,0.08472956,0.11794756,0.09023373,0.10366439,0.10624397,0.11231502,0.07844837,0.11676467,0.08897857,0.10394807,0.10813563,0.10282622,0.0782204,0.10897927,0.08747378
326651_14_consensus,0.08740049,0.09455639,0.10079347,0.09059747,0.09798141,0.10184369,0.08590211,0.09658018,0.09311587,0.09181667,0.08791113,0.10084655,0.08181681,0.091646,0.10058203,0.09179557,0.10134269,0.09980111,0.06867917,0.06307546,0.07016189,0.05562529,0.06319832,0.06485206,0.06868281,0.06364624,0.06881324,0.05663159,0.06207076,0.06319821,0.0657088,0.06128394,0.06703143,0.05570962,0.06509826,0.06682052,0.00326655,0.00336689,0.00262296,0.00296189,0.0,0.00217743,0.0036356,0.0039271,0.00303521,0.00362326,0.00213227,0.00255906,0.00225787,0.00281865,0.0029284,0.00266278,0.0018725,0.00219549,0.08832307,0.07808823,0.07591724,0.07178161,0.06589169,0.06963907,0.08932929,0.07702326,0.07466116,0.06641203,0.06186253,0.06673983,0.09004648,0.07613058,0.0766727,0.06732122,0.06466683,0.07089735,0.04980712,0.05425839,0.06493045,0.04238422,0.04129256,0.05034737,0.05087988,0.04839192,0.04604272,0.04422507,0.03634077,0.04382888,0.05453749,0.05203651,0.05353649,0.03964405,0.04064927,0.05015202,0.13290161,0.13524061,0.12619483,0.14285733,0.13773523,0.14336854,0.13353135,0.13728221,0.13947434,0.14621634,0.17186448,0.20000936,0.17523858,0.16193602,0.16878605,0.13718369,0.13696569,0.16528387,0.09845711,0.10363185,0.10094128,0.10030431,0.09705117,0.09725467,0.09573584,0.09471937,0.09467571,0.11078444,0.11134684,0.11241659,0.10448788,0.10396112,0.10667375,0.10112424,0.09594229,0.09966733,0.10611422,0.10172585,0.08833991,0.09811633,0.0891634,0.0871858,0.09077766,0.09923985,0.09223922,0.09284484,0.1114784,0.09956533,0.10334779,0.10195976,0.08911218,0.0958556,0.10646122,0.10737125,0.07532756,0.06951365,0.07283081,0.07000285,0.07284868,0.07205292,0.07322977,0.07258416,0.07100982,0.06225548,0.06997841,0.06973817,0.08069986,0.07235889,0.0779575,0.06808156,0.07198727,0.07222336,0.09279952,0.09830851,0.09156071,0.08266753,0.10990447,0.08561668,0.09712125,0.09938361,0.10520523,0.07612867,0.10892565,0.08435504,0.09749972,0.10093475,0.09632711,0.07558902,0.10204366,0.08313977
326651_15_consensus,0.08340788,0.08992581,0.09613252,0.08605407,0.09332718,0.09706471,0.08158992,0.09218499,0.08886051,0.08723533,0.08377126,0.09610973,0.07814966,0.0873243,0.09588403,0.08726386,0.09652982,0.09513676,0.06694052,0.06163039,0.06856946,0.05392599,0.0616017,0.06324427,0.06688589,0.06198385,0.06711295,0.05456096,0.06021263,0.06143297,0.06386351,0.0593617,0.0649724,0.05407605,0.06327199,0.06490329,0.00293426,0.00299394,0.00232009,0.00330507,0.00217743,0.0,0.00349324,0.00354273,0.00256831,0.00422501,0.00238759,0.00236233,0.00219001,0.00228199,0.00242985,0.00311802,0.00230709,0.00198016,0.08287186,0.0731853,0.07148246,0.06729342,0.06191607,0.06526798,0.0839099,0.07235684,0.0702642,0.06238055,0.05810826,0.06290297,0.08445704,0.07145169,0.07231958,0.06314233,0.06066417,0.06643881,0.04906084,0.05325062,0.06283673,0.04213025,0.04079803,0.04977881,0.05014154,0.04775478,0.04581758,0.04405439,0.03672261,0.04362364,0.05393867,0.0521319,0.05306405,0.03949789,0.04055981,0.04944339,0.12633006,0.1279386,0.11927828,0.13458421,0.12977668,0.13528922,0.1263192,0.1295348,0.13176432,0.13794503,0.16269438,0.19043674,0.16643408,0.15294434,0.15987763,0.1295175,0.12931549,0.15755841,0.0938316,0.09868093,0.09620757,0.09570553,0.09247122,0.09254753,0.09154352,0.09016781,0.09027104,0.10544638,0.10592551,0.10684425,0.09947854,0.09869803,0.10150784,0.09651056,0.09151786,0.09476294,0.09983401,0.09600883,0.08257031,0.0916682,0.08311054,0.08157334,0.0847052,0.09288978,0.08629125,0.08758605,0.10495482,0.09339772,0.09701835,0.09608559,0.0835567,0.08977749,0.10017151,0.10099307,0.07236115,0.06692018,0.06997986,0.06864231,0.07086737,0.06971549,0.07032554,0.07029226,0.06841923,0.06077966,0.06758355,0.06729347,0.07691949,0.06960202,0.07461042,0.06670059,0.07000378,0.06967112,0.08868431,0.09378984,0.08749511,0.07972531,0.10477729,0.08207327,0.09267759,0.09501616,0.10029509,0.07323534,0.10384375,0.08089825,0.09300949,0.0963651,0.09191453,0.07272032,0.09715212,0.08004613
326651_16_consensus,0.07474842,0.07998591,0.08478806,0.07664797,0.08250362,0.08645826,0.07310586,0.08231264,0.07782633,0.07814954,0.07344935,0.08608447,0.07050829,0.07810437,0.0848612,0.07795513,0.08611112,0.08494898,0.05569797,0.05102243,0.05672222,0.04516037,0.05109411,0.05215594,0.05553477,0.05065484,0.05491798,0.04732025,0.05042719,0.0509371,0.05301955,0.04901592,0.05373722,0.04529331,0.05242796,0.05430527,0.00200174,0.00229864,0.00246496,0.00664222,0.0036356,0.00349324,0.0,0.0023466,0.00263684,0.00799377,0.004661,0.0046559,0.00267477,0.00312753,0.00399125,0.00641289,0.00401259,0.00352464,0.07340785,0.06452089,0.0616411,0.06068886,0.05457908,0.05709716,0.07445685,0.06354801,0.06049238,0.05554952,0.05057142,0.05471833,0.07454313,0.06244846,0.06207929,0.05658343,0.05335652,0.05801409,0.03921875,0.04375774,0.0509834,0.0348557,0.0333704,0.03978689,0.04039933,0.03760407,0.03577366,0.03731389,0.03006521,0.03541251,0.04432313,0.04092662,0.04206823,0.03234721,0.03388485,0.04078122,0.11134837,0.11508427,0.10600133,0.12333187,0.11840519,0.12337478,0.11299475,0.11733879,0.11893442,0.12547022,0.14886304,0.17589152,0.15085241,0.1398912,0.14560179,0.11755111,0.11669182,0.14155977,0.08260844,0.0881866,0.08510256,0.08350528,0.08165707,0.08245854,0.07959245,0.07934325,0.07885064,0.0940273,0.09597096,0.09748018,0.0883646,0.08878647,0.09048313,0.08437335,0.08083061,0.08481104,0.0929689,0.0889232,0.07501794,0.08384044,0.07620316,0.0739008,0.0772895,0.08475432,0.07802145,0.08093556,0.09811085,0.08620308,0.09043748,0.08850466,0.0756614,0.08328892,0.09309278,0.09380733,0.06452362,0.06094362,0.06322082,0.06654553,0.06707807,0.0643769,0.06289632,0.06467879,0.0619683,0.05814053,0.06306031,0.0610446,0.06846732,0.06292334,0.06694952,0.06470332,0.06630331,0.06420271,0.08107655,0.0853315,0.08026053,0.07592011,0.09478087,0.0755705,0.08431047,0.08598884,0.09104496,0.06917387,0.09392659,0.07450417,0.08420398,0.08648171,0.08347332,0.06864843,0.08840201,0.07417406
326651_17_consensus,0.07117062,0.07651898,0.08126551,0.07295296,0.07907191,0.08278328,0.06944308,0.07880266,0.07467645,0.07445143,0.07029076,0.08221168,0.06671966,0.07422842,0.08118043,0.07424083,0.08235265,0.08111155,0.05523127,0.05082445,0.05634923,0.04505689,0.05082596,0.05181504,0.05526325,0.05065959,0.05480064,0.04667879,0.05001452,0.05077777,0.0527653,0.04891141,0.05324059,0.04516006,0.05201559,0.05388917,0.00226747,0.00217243,0.00269872,0.00689359,0.0039271,0.00354273,0.0023466,0.0,0.00263094,0.00808124,0.00483355,0.00456643,0.00300551,0.00268737,0.00393039,0.00670731,0.00441797,0.00359257,0.07041475,0.06175026,0.05912969,0.05786932,0.05202594,0.05456345,0.07144124,0.06077154,0.05802502,0.05298662,0.0482368,0.05217845,0.07174052,0.05984944,0.05971654,0.05398791,0.05080512,0.05552267,0.03820602,0.04245421,0.04961343,0.03372208,0.03206977,0.03876059,0.03922273,0.03673642,0.03497143,0.03593569,0.02907938,0.03438519,0.04318392,0.04044645,0.04106784,0.03127301,0.03266221,0.03954222,0.10833362,0.11195223,0.10312615,0.11977894,0.11495865,0.11975066,0.10991496,0.1138759,0.11559882,0.12189496,0.1450671,0.17206243,0.14731881,0.13616604,0.14191146,0.11425018,0.11342055,0.13815449,0.08106538,0.08639958,0.08341868,0.08208524,0.08018743,0.0806897,0.07834313,0.07796692,0.07754493,0.09226908,0.09404871,0.09544065,0.08669456,0.08683534,0.08882619,0.08297235,0.07938209,0.08308997,0.08849501,0.08487507,0.07125503,0.08005626,0.07229468,0.07040428,0.07346583,0.08073207,0.0742596,0.07758918,0.09356317,0.08236251,0.08636716,0.08455036,0.07221335,0.07921846,0.08903244,0.08952464,0.06156985,0.05783471,0.06026706,0.06336046,0.06391278,0.06113254,0.0597128,0.0615186,0.05884209,0.05537215,0.05999442,0.05823553,0.06537165,0.05976382,0.06378385,0.06162563,0.06305733,0.0608939,0.07919648,0.08308658,0.07819517,0.07426027,0.09247209,0.07368545,0.08191476,0.08410596,0.0888002,0.0677793,0.09141361,0.07264037,0.08215119,0.08470763,0.08133265,0.06713849,0.08614172,0.07237843
326651_18_consensus,0.07668737,0.082154,0.08764955,0.07875387,0.08510908,0.08877512,0.07482587,0.0846569,0.08048678,0.07974457,0.0759637,0.0881556,0.0717898,0.08008398,0.0874869,0.07997677,0.08831172,0.08705237,0.06000895,0.05516667,0.06123571,0.04859262,0.05517283,0.05648567,0.06006839,0.05492731,0.05950925,0.04984419,0.05407739,0.05495536,0.05708398,0.05295275,0.057964,0.04859668,0.0564491,0.05826787,0.00232595,0.00227315,0.00204442,0.00526368,0.00303521,0.00256831,0.00263684,0.00263094,0.0,0.0065694,0.00380543,0.00363551,0.00248072,0.00242102,0.00308499,0.00504155,0.0033445,0.00261402,0.07516396,0.0661005,0.06386254,0.06163245,0.05596662,0.05881225,0.0760981,0.06530847,0.0626522,0.0567759,0.0522152,0.05634098,0.07646105,0.0643592,0.06448082,0.05774045,0.05487016,0.05970631,0.04346122,0.04780107,0.05560831,0.03822557,0.03673443,0.04385488,0.0445555,0.04190018,0.03999186,0.0403337,0.03335572,0.03902925,0.04854159,0.04591966,0.04636145,0.03572988,0.03703403,0.04464673,0.11558522,0.11828022,0.10961283,0.12545151,0.1207721,0.1257997,0.1164143,0.1199605,0.1218468,0.12833337,0.15186422,0.17880953,0.15466123,0.14256906,0.14875092,0.12014836,0.11969086,0.14552445,0.08680404,0.09174009,0.08897137,0.08797535,0.08562792,0.086037,0.0842722,0.08312674,0.08301768,0.09800113,0.09930838,0.10045864,0.0923204,0.0919273,0.09423715,0.08878839,0.08466585,0.08818366,0.09336004,0.09009323,0.07633339,0.08521768,0.07709812,0.07533072,0.07829477,0.0858095,0.0794993,0.08220085,0.09862789,0.08746983,0.09121414,0.08965535,0.07714831,0.0842237,0.09411843,0.0947847,0.06634232,0.06234623,0.064724,0.06666474,0.06769229,0.06533807,0.06447925,0.06576612,0.06329862,0.05869497,0.06388389,0.0625347,0.07047275,0.06461481,0.06876346,0.06486257,0.06686983,0.06525166,0.08325602,0.08729465,0.08219202,0.077165,0.09735298,0.07727621,0.08653371,0.0886436,0.09348736,0.07036475,0.09653911,0.07624876,0.08674548,0.08947998,0.08571047,0.06991504,0.0905618,0.07583316
