Experiment,Repetition,BatchSize,W2_Gaussian,Sinkhorn,Sliced,W2_Time,Sinkhorn_Time,Sliced_Time
Exp3_Tech_Replicates,7,30000,0.005643878914770362,0.35521671175956726,0.0028283763647805435,2.3884286880493164,911.2825577259064,10.918661117553711
Exp1_Split_Half,7,50000,0.04371885578336965,0.4974006712436676,0.08163094113972313,3.794046401977539,1050.8877305984497,13.012290000915527
Exp2_Intra_Inter_Patient,7,50000,0.08037370827215629,0.49497148394584656,0.004462866410691329,3.3123695850372314,1050.7763833999634,11.53312611579895
Exp3_Tech_Replicates,7,50000,0.004521397625263823,0.32704058289527893,0.0017510172914984134,3.186544895172119,1051.1554822921753,11.532052516937256
Exp1_Split_Half,7,100000,0.05266448222814546,0.4723448157310486,0.05482982200195771,5.741531848907471,1396.1555638313293,15.275238037109375
Exp2_Intra_Inter_Patient,7,100000,0.07689262442560718,0.46687671542167664,0.00408798740490579,5.445234775543213,1396.4492921829224,13.45455527305603
Exp3_Tech_Replicates,7,100000,0.003637752846372244,0.2967284917831421,0.001274674034413188,5.379472017288208,1396.6480357646942,13.379307508468628
Exp1_Split_Half,7,150000,0.03160479541680594,0.45229923725128174,0.03278890694738875,8.081127405166626,1694.3319725990295,17.584696054458618
Exp2_Intra_Inter_Patient,7,150000,0.07787574959880494,0.45333632826805115,0.004570117993929541,7.427688360214233,1694.2443957328796,15.001322507858276
Exp3_Tech_Replicates,7,150000,0.003466710979009413,0.2823105454444885,0.0013951915388556815,7.550731182098389,1694.3470799922943,14.884801387786865
Exp1_Split_Half,7,200000,0.015001550359207805,0.44458720088005066,0.03118444465788435,10.387693405151367,2124.7876427173615,19.924768209457397
Exp2_Intra_Inter_Patient,7,200000,0.07668941379626304,0.44453486800193787,0.004428524317645486,9.621803998947144,2125.9114072322845,17.081682443618774
Exp3_Tech_Replicates,7,200000,0.0032145375028935774,0.274014413356781,0.0012712941256222043,9.49800419807434,2125.4565749168396,16.96601414680481
Exp1_Split_Half,7,300000,0.0761481508563655,0.45712387561798096,0.0005331594266928866,14.975646018981934,3010.9184415340424,23.504783868789673
Exp2_Intra_Inter_Patient,7,300000,0.07731678221701621,0.4351721405982971,0.004993506612159226,13.343109607696533,3012.4625582695007,24.622801542282104
Exp3_Tech_Replicates,7,300000,0.003042678176607083,0.2648596465587616,0.0010932764708627665,13.57849383354187,3011.6099610328674,25.852900505065918
Exp1_Split_Half,7,399900,0.07023433272720059,0.44621050357818604,0.0004791944292663828,19.572343111038208,4184.471501350403,27.84386682510376
Exp2_Intra_Inter_Patient,7,399900,0.07766604690303058,0.4297370910644531,0.004424127258846372,17.458399772644043,4183.921377658844,24.291957139968872
Exp3_Tech_Replicates,7,399900,0.002895073562623196,0.25944623351097107,0.0012312894348313255,17.380834579467773,4184.976229667664,24.210050106048584
Exp1_Split_Half,8,10000,0.07888020091285952,0.5879970788955688,0.15865703032939954,2.0495445728302,829.4579198360443,12.042659044265747
Exp2_Intra_Inter_Patient,8,10000,0.08926997248140545,0.5809420347213745,0.005486383928075975,2.0122246742248535,829.3456602096558,10.399218797683716
Exp3_Tech_Replicates,8,10000,0.011602980328499157,0.4319322109222412,0.0024800844413170285,2.2587761878967285,829.6003084182739,10.279457092285156
Exp1_Split_Half,8,30000,0.06581482241412573,0.5587341785430908,0.11184311225583393,2.9642393589019775,911.4472386837006,12.576630353927612
Exp2_Intra_Inter_Patient,8,30000,0.08202545959295637,0.5203904509544373,0.005622769195809272,2.609602928161621,911.1590683460236,10.962125062942505
Exp3_Tech_Replicates,8,30000,0.006124997106720542,0.3553246557712555,0.0031970607684299796,2.8751935958862305,911.5062372684479,10.730074644088745
Exp1_Split_Half,8,50000,0.0689082287021403,0.5008970499038696,0.08141700509145997,3.7844014167785645,1051.0758457183838,13.205858945846558
Exp2_Intra_Inter_Patient,8,50000,0.08046718340592207,0.49453723430633545,0.005039726076679764,3.729278326034546,1050.9795145988464,11.935496807098389
Exp3_Tech_Replicates,8,50000,0.0044859077909134015,0.32850778102874756,0.0018072855475438903,3.3384292125701904,1050.9437477588654,11.695945024490356
Exp1_Split_Half,8,100000,0.08725925094038178,0.4803878962993622,0.05416447988723561,5.733280420303345,1396.2820291519165,16.49187707901001
