Affinity,Threshold,method,count,lower_whisker,Q1,median,Q3,upper_whisker,Threshold_original,layer,type,model,chain,Mean_Num_Points,layer_norm2,Loneliness,Vicinty_corr,IQR
hb,14,LD1,12441,0.0870488322717622,0.514257128564282,0.678339169584792,0.799399699849925,1,0.00283223546952539,30,Pooled,esm2,cdr3_extracted,1899,90.625,,,0.285142571285643
hb,0,LD1,12501,0.875,0.95,1,1,1,0.0985426355592065,1,Unpooled,antiberta2-cssp,cdr3_extracted,19.0000103040732,0,,,0.05
hb,1,LD1,12501,0.833333333333333,0.933333333333333,1,1,1,0.112679411906214,1,Unpooled,antiberta2-cssp,cdr3_extracted,29.0557553400859,0,,,0.0666666666666667
hb,2,LD1,12501,0.805555555555556,0.921052631578947,1,1,1,0.126816188253221,1,Unpooled,antiberta2-cssp,cdr3_extracted,32.9628744242599,0,,,0.0789473684210527
hb,3,LD1,12501,0.642857142857143,0.857142857142857,0.982758620689655,1,1,0.140952964600229,1,Unpooled,antiberta2-cssp,cdr3_extracted,91.1766633350163,0,,,0.142857142857143
hb,4,LD1,12501,0.553191489361702,0.82122905027933,0.948717948717949,1,1,0.155089740947236,1,Unpooled,antiberta2-cssp,cdr3_extracted,190.948428113633,0,,,0.17877094972067
hb,5,LD1,12501,0.521008403361345,0.808398950131234,0.94,1,1,0.169226517294244,1,Unpooled,antiberta2-cssp,cdr3_extracted,216.772310894497,0,,,0.191601049868766
hb,6,LD1,12501,0.41527446300716,0.758620689655172,0.906862745098039,0.987654320987654,1,0.183363293641251,1,Unpooled,antiberta2-cssp,cdr3_extracted,353.460808457583,0,,,0.229033631332482
hb,7,LD1,12501,0.321100917431193,0.704545454545455,0.855072463768116,0.96039603960396,1,0.197500069988258,1,Unpooled,antiberta2-cssp,cdr3_extracted,754.153396737731,0,,,0.255850585058506
hb,8,LD1,12501,0.314285714285714,0.693430656934307,0.835483870967742,0.946428571428571,1,0.211636846335266,1,Unpooled,antiberta2-cssp,cdr3_extracted,923.817813681748,0,,,0.252997914494265
hb,9,LD1,12501,0.265151515151515,0.666666666666667,0.814754098360656,0.93448275862069,1,0.225773622682273,1,Unpooled,antiberta2-cssp,cdr3_extracted,1068.8855011386,0,,,0.267816091954023
hb,10,LD1,12501,0.213235294117647,0.626304801670146,0.774887443721861,0.903204272363151,1,0.23991039902928,1,Unpooled,antiberta2-cssp,cdr3_extracted,1484.25838493957,0,,,0.276899470693005
hb,11,LD1,12501,0.222118959107807,0.622311155577789,0.763381690845423,0.889444722361181,1,0.254047175376288,1,Unpooled,antiberta2-cssp,cdr3_extracted,1657.72670506651,0,,,0.267133566783392
hb,12,LD1,12501,0.215469613259669,0.615894039735099,0.757878939469735,0.883587786259542,1,0.268183951723295,1,Unpooled,antiberta2-cssp,cdr3_extracted,1706.79431009078,0,,,0.267693746524443
hb,13,LD1,12501,0.192096048024012,0.600858369098713,0.745372686343172,0.873684210526316,1,0.282320728070303,1,Unpooled,antiberta2-cssp,cdr3_extracted,1826.77203268452,0,,,0.272825841427603
hb,14,LD1,12501,0.19159579789895,0.597298649324662,0.741870935467734,0.867933966983492,1,0.29645750441731,1,Unpooled,antiberta2-cssp,cdr3_extracted,1899,0,,,0.270635317658829
hb,0,LD1,12409,0.9,0.96,1,1,1,0.0986796516137528,1,Unpooled,antiberta2-cssp,cdr3_extracted,19.0000103040732,0,,,0.04
hb,1,LD1,12409,0.84375,0.9375,1,1,1,0.112898745151662,1,Unpooled,antiberta2-cssp,cdr3_extracted,29.0717678698389,0,,,0.0625
hb,2,LD1,12409,0.823529411764706,0.928571428571429,1,1,1,0.127117838689571,1,Unpooled,antiberta2-cssp,cdr3_extracted,33.1190635658276,0,,,0.0714285714285714
hb,3,LD1,12409,0.659340659340659,0.863636363636364,0.982142857142857,1,1,0.141336932227479,1,Unpooled,antiberta2-cssp,cdr3_extracted,92.7156591000423,0,,,0.136363636363636
hb,4,LD1,12409,0.5625,0.825,0.949438202247191,1,1,0.155556025765388,1,Unpooled,antiberta2-cssp,cdr3_extracted,192.050675431998,0,,,0.175
hb,5,LD1,12409,0.531835205992509,0.8125,0.941176470588235,1,1,0.169775119303297,1,Unpooled,antiberta2-cssp,cdr3_extracted,217.459685313604,0,,,0.1875
hb,6,LD1,12409,0.415841584158416,0.758771929824562,0.906693711967546,0.987421383647799,1,0.183994212841206,1,Unpooled,antiberta2-cssp,cdr3_extracted,362.262815691043,0,,,0.228649453823237
hb,7,LD1,12409,0.32312925170068,0.705156950672646,0.854415274463007,0.960409556313993,1,0.198213306379115,1,Unpooled,antiberta2-cssp,cdr3_extracted,765.946861894507,0,,,0.255252605641347
hb,8,LD1,12409,0.316315205327414,0.695652173913044,0.836134453781513,0.948571428571429,1,0.212432399917024,1,Unpooled,antiberta2-cssp,cdr3_extracted,926.421148079836,0,,,0.252919254658385
hb,9,LD1,12409,0.264705882352941,0.666666666666667,0.812849162011173,0.934984520123839,1,0.226651493454933,1,Unpooled,antiberta2-cssp,cdr3_extracted,1083.73245473936,0,,,0.268317853457172
hb,10,LD1,12409,0.214607303651826,0.626313156578289,0.77390180878553,0.902127659574468,1,0.240870586992842,1,Unpooled,antiberta2-cssp,cdr3_extracted,1499.06785232202,0,,,0.275814502996179
hb,11,LD1,12409,0.221610805402701,0.621310655327664,0.762381190595298,0.887943971985993,1,0.255089680530751,1,Unpooled,antiberta2-cssp,cdr3_extracted,1660.43251347258,0,,,0.266633316658329
hb,12,LD1,12409,0.215189873417722,0.615448504983389,0.75687843921961,0.882441220610305,1,0.269308774068659,1,Unpooled,antiberta2-cssp,cdr3_extracted,1710.16769879133,0,,,0.266992715626917
hb,13,LD1,12409,0.198599299649825,0.603092783505155,0.744493392070485,0.872936468234117,1,0.283527867606568,1,Unpooled,antiberta2-cssp,cdr3_extracted,1830.21114076394,0,,,0.269843684728962
hb,14,LD1,12409,0.198599299649825,0.599299649824912,0.740370185092546,0.867933966983492,1,0.297746961144477,1,Unpooled,antiberta2-cssp,cdr3_extracted,1899,0,,,0.268634317158579
hb,0,LD1,12444,0.791666666666667,0.916666666666667,1,1,1,0.0048616746316299,2,Unpooled,esm2,cdr3_extracted,19.0000103040732,3.125,,,0.0833333333333334
hb,1,LD1,12444,0.75,0.9,1,1,1,0.00561915660058042,2,Unpooled,esm2,cdr3_extracted,38.1884408906841,3.125,,,0.1
hb,2,LD1,12444,0.6875,0.875,1,1,1,0.00637663856953094,2,Unpooled,esm2,cdr3_extracted,73.093241558388,3.125,,,0.125
hb,3,LD1,12444,0.6,0.84,0.971428571428571,1,1,0.00713412053848146,2,Unpooled,esm2,cdr3_extracted,135.094168924976,3.125,,,0.16
hb,4,LD1,12444,0.502415458937198,0.8,0.942857142857143,1,1,0.00789160250743198,2,Unpooled,esm2,cdr3_extracted,240.677822543251,3.125,,,0.2
hb,5,LD1,12444,0.419642857142857,0.762037528766153,0.914893617021277,0.990437470323971,1,0.0086490844763825,2,Unpooled,esm2,cdr3_extracted,409.895135447042,3.125,,,0.228399941557818
hb,6,LD1,12444,0.347529812606474,0.724137931034483,0.881007061697476,0.975354664217187,1,0.00940656644533302,2,Unpooled,esm2,cdr3_extracted,651.362775505157,3.125,,,0.251216733182704
hb,7,LD1,12444,0.297648824412206,0.692307692307692,0.847233158355206,0.955611027811565,1,0.0101640484142835,2,Unpooled,esm2,cdr3_extracted,935.624622613319,3.125,,,0.263303335503873
hb,8,LD1,12444,0.262631315657829,0.665763711321736,0.817647058823529,0.935433662008465,1,0.0109215303832341,2,Unpooled,esm2,cdr3_extracted,1208.89515605519,3.125,,,0.269669950686729
hb,9,LD1,12444,0.237020316027088,0.643810639225192,0.792396198099049,0.915422885572139,1,0.0116790123521846,2,Unpooled,esm2,cdr3_extracted,1434.43074117199,3.125,,,0.271612246346947
hb,10,LD1,12444,0.231115557778889,0.630295940903895,0.774887443721861,0.897888101461205,1,0.0124364943211351,2,Unpooled,esm2,cdr3_extracted,1599.92996321446,3.125,,,0.26759216055731
hb,11,LD1,12444,0.222222222222222,0.619809904952476,0.761880940470235,0.884942471235618,1,0.0131939762900856,2,Unpooled,esm2,cdr3_extracted,1715.3950169502,3.125,,,0.265132566283142
hb,12,LD1,12444,0.217075386012716,0.612773816485708,0.753376688344172,0.876627784327108,1,0.0139514582590361,2,Unpooled,esm2,cdr3_extracted,1796.21441745922,3.125,,,0.2638539678414
hb,13,LD1,12444,0.215469613259669,0.608679339669835,0.747373686843422,0.870935467733867,1,0.0147089402279867,2,Unpooled,esm2,cdr3_extracted,1854.27161536956,3.125,,,0.262256128064032
hb,14,LD1,12444,0.212633451957295,0.605802901450725,0.744372186093047,0.867933966983492,1,0.0154664221969372,2,Unpooled,esm2,cdr3_extracted,1899,3.125,,,0.262131065532766
hb,0,LD1,12729,0.590909090909091,0.833333333333333,1,1,1,0.0212953450278399,12,Att_mat,antiberta2-cssp,all_cdrh,19.0000103040732,73.3333333333333,,,0.166666666666667
hb,1,LD1,12729,0.642857142857143,0.857142857142857,1,1,1,0.0231960280693126,12,Att_mat,antiberta2-cssp,all_cdrh,31.9293140578471,73.3333333333333,,,0.142857142857143
hb,2,LD1,12729,0.586206896551724,0.833333333333333,1,1,1,0.0250967111107853,12,Att_mat,antiberta2-cssp,all_cdrh,53.1438963822399,73.3333333333333,,,0.166666666666667
hb,3,LD1,12729,0.52,0.807692307692308,0.96551724137931,1,1,0.026997394152258,12,Att_mat,antiberta2-cssp,all_cdrh,87.697730012674,73.3333333333333,,,0.192307692307692
hb,4,LD1,12729,0.438095238095238,0.775,0.928571428571429,1,1,0.0288980771937306,12,Att_mat,antiberta2-cssp,all_cdrh,143.212830631949,73.3333333333333,,,0.225
hb,5,LD1,12729,0.351032448377581,0.733333333333333,0.893939393939394,0.988372093023256,1,0.0307987602352033,12,Att_mat,antiberta2-cssp,all_cdrh,230.805129367639,73.3333333333333,,,0.255038759689923
hb,6,LD1,12729,0.278,0.692307692307692,0.857142857142857,0.96875,1,0.032699443276676,12,Att_mat,antiberta2-cssp,all_cdrh,363.934321837422,73.3333333333333,,,0.276442307692308
hb,7,LD1,12729,0.231707317073171,0.658829414707354,0.819188191881919,0.94413407821229,1,0.0346001263181487,12,Att_mat,antiberta2-cssp,all_cdrh,554.500170017208,73.3333333333333,,,0.285304663504937
hb,8,LD1,12729,0.198738170347003,0.62905317769131,0.781456953642384,0.916107382550335,1,0.0365008093596213,12,Att_mat,antiberta2-cssp,all_cdrh,802.885459922307,73.3333333333333,,,0.287054204859026
hb,9,LD1,12729,0.183091545772886,0.60472972972973,0.750375187593797,0.885906040268456,1,0.038401492401094,12,Att_mat,antiberta2-cssp,all_cdrh,1082.51227730322,73.3333333333333,,,0.281176310538727
hb,10,LD1,12729,0.189393939393939,0.589294647323662,0.726863431715858,0.855927963981991,1,0.0403021754425667,12,Att_mat,antiberta2-cssp,all_cdrh,1346.46930931797,73.3333333333333,,,0.266633316658329
hb,11,LD1,12729,0.196581196581197,0.577319587628866,0.71031746031746,0.831168831168831,1,0.0422028584840394,12,Att_mat,antiberta2-cssp,all_cdrh,1560.99028325897,73.3333333333333,,,0.253849243539965
hb,12,LD1,12729,0.205196535642905,0.571285642821411,0.698849424712356,0.815407703851926,1,0.0441035415255121,12,Att_mat,antiberta2-cssp,all_cdrh,1719.51816092902,73.3333333333333,,,0.244122061030515
hb,13,LD1,12729,0.206611570247934,0.566283141570786,0.693346673336668,0.8064032016008,1,0.0460042245669847,12,Att_mat,antiberta2-cssp,all_cdrh,1828.1763233006,73.3333333333333,,,0.240120060030015
hb,14,LD1,12729,0.20778318276581,0.564782391195598,0.689844922461231,0.802901450725363,1,0.0479049076084574,12,Att_mat,antiberta2-cssp,all_cdrh,1899,73.3333333333333,,,0.238119059529765
hb,0,LD1,12460,0.375,0.75,1,1,1,0.0348744919487822,1,Att_mat,antiberta2-cssp,cdr3,19.0000103040732,0,,,0.25
hb,1,LD1,12460,0.511627906976744,0.8,1,1,1,0.0391938237170917,1,Att_mat,antiberta2-cssp,cdr3,33.7728364022298,0,,,0.2
hb,2,LD1,12460,0.51219512195122,0.8,0.983333333333333,1,1,0.0435131554854011,1,Att_mat,antiberta2-cssp,cdr3,58.4954198394626,0,,,0.2
hb,3,LD1,12460,0.404761904761905,0.761904761904762,0.9375,1,1,0.0478324872537106,1,Att_mat,antiberta2-cssp,cdr3,98.1223093488856,0,,,0.238095238095238
hb,4,LD1,12460,0.3125,0.724839717687625,0.902777777777778,1,1,0.05215181902202,1,Att_mat,antiberta2-cssp,cdr3,159.885439314161,0,,,0.275160282312375
hb,5,LD1,12460,0.252032520325203,0.685714285714286,0.868686868686869,0.975,1,0.0564711507903295,1,Att_mat,antiberta2-cssp,cdr3,253.687899926841,0,,,0.289285714285714
hb,6,LD1,12460,0.195402298850575,0.648251957210303,0.829079568109591,0.95179763575286,1,0.0607904825586389,1,Att_mat,antiberta2-cssp,cdr3,389.851054621892,0,,,0.303545678542557
hb,7,LD1,12460,0.143518518518519,0.612903225806452,0.79181345051492,0.926072223596339,1,0.0651098143269484,1,Att_mat,antiberta2-cssp,cdr3,574.750311698214,0,,,0.313168997789888
hb,8,LD1,12460,0.111940298507463,0.582799433644192,0.756034554513133,0.897244516345912,1,0.0694291460952578,1,Att_mat,antiberta2-cssp,cdr3,807.827715896094,0,,,0.314445082701719
hb,9,LD1,12460,0.0905109489051095,0.555486076371519,0.72550474195613,0.867331784198828,1,0.0737484778635672,1,Att_mat,antiberta2-cssp,cdr3,1072.97827901369,0,,,0.311845707827309
hb,10,LD1,12460,0.0847107438016529,0.53604373300272,0.699276473036595,0.837223014480035,1,0.0780678096318767,1,Att_mat,antiberta2-cssp,cdr3,1332.11191253903,0,,,0.301179281477316
hb,11,LD1,12460,0.090032154340836,0.523261630815408,0.678339169584792,0.812195576184746,1,0.0823871414001861,1,Att_mat,antiberta2-cssp,cdr3,1548.46300322518,0,,,0.288933945369338
hb,12,LD1,12460,0.0940470235117559,0.514257128564282,0.666333166583292,0.794897448724362,1,0.0867064731684956,1,Att_mat,antiberta2-cssp,cdr3,1710.14978000804,0,,,0.28064032016008
hb,13,LD1,12460,0.0920460230115058,0.506381948761062,0.657359149824432,0.782837174562527,1,0.091025804936805,1,Att_mat,antiberta2-cssp,cdr3,1823.00374037857,0,,,0.276455225801464
hb,14,LD1,12460,0.0920460230115058,0.500750375187594,0.651825912956478,0.775387693846923,1,0.0953451367051145,1,Att_mat,antiberta2-cssp,cdr3,1899.00001030407,0,,,0.27463731865933
hb,0,LD1,12512,0.75,0.9,1,1,1,0.00491926114919961,1,Att_mat,antiberta2-cssp,heavy_chain,19.0000103040732,0,,,0.1
hb,1,LD1,12512,0.722222222222222,0.888888888888889,1,1,1,0.00559895828664689,1,Att_mat,antiberta2-cssp,heavy_chain,34.0536223969335,0,,,0.111111111111111
hb,2,LD1,12512,0.625,0.85,1,1,1,0.00627865542409417,1,Att_mat,antiberta2-cssp,heavy_chain,62.4874444868056,0,,,0.15
hb,3,LD1,12512,0.53125,0.8125,0.958333333333333,1,1,0.00695835256154146,1,Att_mat,antiberta2-cssp,heavy_chain,111.103318941978,0,,,0.1875
hb,4,LD1,12512,0.444444444444444,0.777296469551719,0.928571428571429,1,1,0.00763804969898874,1,Att_mat,antiberta2-cssp,heavy_chain,185.126451586312,0,,,0.222703530448281
hb,5,LD1,12512,0.36046511627907,0.734177215189873,0.897781563505584,0.983333333333333,1,0.00831774683643603,1,Att_mat,antiberta2-cssp,heavy_chain,300.417871384558,0,,,0.24915611814346
hb,6,LD1,12512,0.27683615819209,0.690105633802817,0.862649153421686,0.965714285714286,1,0.00899744397388331,1,Att_mat,antiberta2-cssp,heavy_chain,470.925377901885,0,,,0.275608651911469
hb,7,LD1,12512,0.221230158730159,0.654716378426044,0.827821467631894,0.944444444444444,1,0.0096771411113306,1,Att_mat,antiberta2-cssp,heavy_chain,695.14985213655,0,,,0.2897280660184
hb,8,LD1,12512,0.167355371900826,0.619826837738761,0.793831300264479,0.921600767224952,1,0.0103568382487779,1,Att_mat,antiberta2-cssp,heavy_chain,963.234850436378,0,,,0.301773929486191
hb,9,LD1,12512,0.138461538461538,0.593893374471581,0.761380690345173,0.897637795275591,1,0.0110365353862252,1,Att_mat,antiberta2-cssp,heavy_chain,1240.52365300003,0,,,0.30374442080401
hb,10,LD1,12512,0.120967741935484,0.573897220389,0.736144149967679,0.876438219109555,1,0.0117162325236725,1,Att_mat,antiberta2-cssp,heavy_chain,1477.37435728343,0,,,0.302540998720555
hb,11,LD1,12512,0.116161616161616,0.56328164082041,0.717531014310983,0.861430715357679,1,0.0123959296611197,1,Att_mat,antiberta2-cssp,heavy_chain,1651.1737472823,0,,,0.298149074537269
hb,12,LD1,12512,0.111555777888944,0.554823379431651,0.705852926463232,0.85047359018438,1,0.013075626798567,1,Att_mat,antiberta2-cssp,heavy_chain,1768.53691434224,0,,,0.295650210752729
hb,13,LD1,12512,0.107049608355091,0.549011327503975,0.698503704748306,0.844422211105553,1,0.0137553239360143,1,Att_mat,antiberta2-cssp,heavy_chain,1846.09353007244,0,,,0.295410883601578
hb,14,LD1,12512,0.107046070460705,0.546273136568284,0.69386223724107,0.840045022511256,1,0.0144350210734616,1,Att_mat,antiberta2-cssp,heavy_chain,1899,0,,,0.293771885942972
hb,0,LD1,12817,0,0,1,1,1,0.00403052895239386,8,Att_mat,esm2,all_cdrh,19.0000103040732,21.875,,,1
hb,1,LD1,12817,0,0.444444444444444,1,1,1,0.0045729302614729,8,Att_mat,esm2,all_cdrh,35.8123628270255,21.875,,,0.555555555555556
hb,2,LD1,12817,0.142857142857143,0.655172413793103,1,1,1,0.00511533157055193,8,Att_mat,esm2,all_cdrh,65.7198940741275,21.875,,,0.344827586206897
hb,3,LD1,12817,0.166666666666667,0.666666666666667,0.933333333333333,1,1,0.00565773287963097,8,Att_mat,esm2,all_cdrh,118.100402889262,21.875,,,0.333333333333333
hb,4,LD1,12817,0.15625,0.6625,0.888888888888889,1,1,0.00620013418871,8,Att_mat,esm2,all_cdrh,208.194283300189,21.875,,,0.3375
hb,5,LD1,12817,0.104347826086957,0.625,0.844978165938865,0.972477064220184,1,0.00674253549778904,8,Att_mat,esm2,all_cdrh,355.891549629569,21.875,,,0.347477064220184
hb,6,LD1,12817,0.0714285714285714,0.589887640449438,0.801282051282051,0.9375,1,0.00728493680686807,8,Att_mat,esm2,all_cdrh,570.479798864491,21.875,,,0.347612359550562
hb,7,LD1,12817,0.046875,0.561093247588424,0.762237762237762,0.904761904761905,1,0.0078273381159471,8,Att_mat,esm2,all_cdrh,831.513225277952,21.875,,,0.34366865717348
hb,8,LD1,12817,0.0450450450450451,0.54,0.726829268292683,0.873303167420815,1,0.00836973942502614,8,Att_mat,esm2,all_cdrh,1097.20967758555,21.875,,,0.333303167420814
hb,9,LD1,12817,0.0512820512820513,0.523664122137405,0.696035242290749,0.842377260981912,1,0.00891214073410517,8,Att_mat,esm2,all_cdrh,1334.52222073386,21.875,,,0.318713138844508
hb,10,LD1,12817,0.0588235294117647,0.512890094979647,0.674837418709355,0.816585365853659,1,0.00945454204318421,8,Att_mat,esm2,all_cdrh,1525.78232645365,21.875,,,0.303695270874011
hb,11,LD1,12817,0.069219440353461,0.504252126063031,0.661810613943809,0.796875,1,0.00999694335226324,8,Att_mat,esm2,all_cdrh,1671.92779935909,21.875,,,0.292622873936969
hb,12,LD1,12817,0.0835417708854427,0.500250125062531,0.650325162581291,0.782391195597799,1,0.0105393446613423,8,Att_mat,esm2,all_cdrh,1777.56207688899,21.875,,,0.282141070535268
hb,13,LD1,12817,0.0910455227613807,0.499749874937469,0.643821910955478,0.773386693346673,1,0.0110817459704213,8,Att_mat,esm2,all_cdrh,1850.82817957939,21.875,,,0.273636818409205
hb,14,LD1,12817,0.105263157894737,0.498749374687344,0.639819909954978,0.767883941970986,1,0.0116241472795003,8,Att_mat,esm2,all_cdrh,1899,21.875,,,0.269134567283642
hb,0,LD1,12933,0,0,1,1,1,0.00219286477828373,5,Att_mat,esm2,cdr3,19.0000103040732,12.5,,,1
hb,1,LD1,12933,0,0.181818181818182,1,1,1,0.00255968205646167,5,Att_mat,esm2,cdr3,38.9088398643984,12.5,,,0.818181818181818
hb,2,LD1,12933,0.04,0.615384615384615,0.964285714285714,1,1,0.00292649933463961,5,Att_mat,esm2,cdr3,76.5019526218714,12.5,,,0.384615384615385
hb,3,LD1,12933,0.166666666666667,0.666666666666667,0.916666666666667,1,1,0.00329331661281755,5,Att_mat,esm2,cdr3,145.259384434667,12.5,,,0.333333333333333
hb,4,LD1,12933,0.091703056768559,0.636363636363636,0.875,1,1,0.00366013389099549,5,Att_mat,esm2,cdr3,266.699090150336,12.5,,,0.363636363636364
hb,5,LD1,12933,0.0689655172413793,0.606060606060606,0.832,0.965116279069768,1,0.00402695116917343,5,Att_mat,esm2,cdr3,461.589042648559,12.5,,,0.359055673009161
hb,6,LD1,12933,0.0573248407643312,0.579240037071362,0.785714285714286,0.927444794952681,1,0.00439376844735137,5,Att_mat,esm2,cdr3,724.083669074385,12.5,,,0.348204757881319
hb,7,LD1,12933,0.0465116279069768,0.551724137931035,0.747068676716918,0.888888888888889,1,0.00476058572552931,5,Att_mat,esm2,cdr3,1006.24746262197,12.5,,,0.337164750957854
hb,8,LD1,12933,0.0522788203753351,0.533766883441721,0.71335667833917,0.855104281009879,1,0.00512740300370725,5,Att_mat,esm2,cdr3,1261.28134241466,12.5,,,0.321337397568158
hb,9,LD1,12933,0.0555555555555556,0.517258629314657,0.687960687960688,0.826923076923077,1,0.00549422028188519,5,Att_mat,esm2,cdr3,1466.49143216313,12.5,,,0.309664447608419
hb,10,LD1,12933,0.0568181818181818,0.503751875937969,0.67,0.8043254376931,1,0.00586103756006313,5,Att_mat,esm2,cdr3,1619.15139774753,12.5,,,0.300573561755131
hb,11,LD1,12933,0.0622489959839357,0.497748874437219,0.658829414707354,0.789894947473737,1,0.00622785483824107,5,Att_mat,esm2,cdr3,1729.01325103814,12.5,,,0.292146073036518
hb,12,LD1,12933,0.0615384615384615,0.492246123061531,0.650190114068441,0.779889944972486,1,0.00659467211641901,5,Att_mat,esm2,cdr3,1807.20855444157,12.5,,,0.287643821910955
hb,13,LD1,12933,0.0662251655629139,0.487743871935968,0.64432216108054,0.772386193096548,1,0.00696148939459695,5,Att_mat,esm2,cdr3,1861.49214314418,12.5,,,0.28464232116058
hb,14,LD1,12933,0.0656716417910448,0.484742371185593,0.640820410205103,0.767883941970986,1,0.00732830667277489,5,Att_mat,esm2,cdr3,1899,12.5,,,0.283141570785393
hb,0,LD1,12604,0,0,1,1,1,0.000286021770466437,29,Att_mat,esm2,heavy_chain,19,87.5,,,1
hb,1,LD1,12604,0,0.571428571428571,1,1,1,0.000339586928685162,29,Att_mat,esm2,heavy_chain,38.7444898968562,87.5,,,0.428571428571429
hb,2,LD1,12604,0.290322580645161,0.714285714285714,1,1,1,0.000393152086903888,29,Att_mat,esm2,heavy_chain,74.2192706776989,87.5,,,0.285714285714286
hb,3,LD1,12604,0.293103448275862,0.71714795587281,0.939393939393939,1,1,0.000446717245122613,29,Att_mat,esm2,heavy_chain,135.171016702903,87.5,,,0.28285204412719
hb,4,LD1,12604,0.230769230769231,0.692307692307692,0.901900637555636,1,1,0.000500282403341338,29,Att_mat,esm2,heavy_chain,236.624735958124,87.5,,,0.307692307692308
hb,5,LD1,12604,0.20327868852459,0.665743379148508,0.864461454346638,0.974358974358974,1,0.000553847561560064,29,Att_mat,esm2,heavy_chain,396.434306381313,87.5,,,0.308615595210466
hb,6,LD1,12604,0.153846153846154,0.62962962962963,0.827558926233086,0.947368421052632,1,0.000607412719778789,29,Att_mat,esm2,heavy_chain,619.420859565786,87.5,,,0.317738791423002
hb,7,LD1,12604,0.126888217522659,0.6,0.789135451740825,0.91543780953435,1,0.000660977877997515,29,Att_mat,esm2,heavy_chain,886.004781089965,87.5,,,0.31543780953435
hb,8,LD1,12604,0.118279569892473,0.578120545895097,0.757283992779431,0.885088158913846,1,0.00071454303621624,29,Att_mat,esm2,heavy_chain,1157.56514750281,87.5,,,0.306967613018749
hb,9,LD1,12604,0.11588785046729,0.560282800974956,0.731284290012389,0.856829388324558,1,0.000768108194434965,29,Att_mat,esm2,heavy_chain,1392.98503848571,87.5,,,0.296546587349602
hb,10,LD1,12604,0.12056028014007,0.547735177112366,0.71222498962225,0.833333333333333,1,0.000821673352653691,29,Att_mat,esm2,heavy_chain,1574.20104277221,87.5,,,0.285598156220968
hb,11,LD1,12604,0.117149758454106,0.536585365853659,0.696348174087044,0.816408204102051,1,0.000875238510872416,29,Att_mat,esm2,heavy_chain,1703.62382919968,87.5,,,0.279822838248393
hb,12,LD1,12604,0.115318416523236,0.529264632316158,0.685196142888451,0.805595238095238,1,0.000928803669091141,29,Att_mat,esm2,heavy_chain,1793.63193850529,87.5,,,0.27633060577908
hb,13,LD1,12604,0.109554777388694,0.52176088044022,0.677338669334667,0.797898949474737,1,0.000982368827309867,29,Att_mat,esm2,heavy_chain,1855.30784449093,87.5,,,0.276138069034517
hb,14,LD1,12604,0.103621730382294,0.517885934999372,0.673336668334167,0.7943971985993,1,0.00103593398552859,29,Att_mat,esm2,heavy_chain,1899.00001030407,87.5,,,0.276511263599928
hb,0,LD1,12714,0.5625,0.823529411764706,1,1,1,0.0422121865561368,11,Pooled,antiberta2-cssp,all_cdrh,19.0000103040732,66.6666666666667,,,0.176470588235294
hb,1,LD1,12714,0.586206896551724,0.833333333333333,1,1,1,0.0463981037412267,11,Pooled,antiberta2-cssp,all_cdrh,32.4591495017981,66.6666666666667,,,0.166666666666667
hb,2,LD1,12714,0.533333333333333,0.8125,0.98130677847659,1,1,0.0505840209263167,11,Pooled,antiberta2-cssp,all_cdrh,54.4746468278911,66.6666666666667,,,0.1875
hb,3,LD1,12714,0.423529411764706,0.769230769230769,0.936507936507937,1,1,0.0547699381114066,11,Pooled,antiberta2-cssp,all_cdrh,90.4485981308411,66.6666666666667,,,0.230769230769231
hb,4,LD1,12714,0.336065573770492,0.730769230769231,0.899192235033548,0.9942112515123,1,0.0589558552964965,11,Pooled,antiberta2-cssp,all_cdrh,148.646704242187,66.6666666666667,,,0.263442020743069
hb,5,LD1,12714,0.265957446808511,0.686907240342355,0.86006993006993,0.968253968253968,1,0.0631417724815865,11,Pooled,antiberta2-cssp,all_cdrh,241.549722305227,66.6666666666667,,,0.281346727911613
hb,6,LD1,12714,0.211382113821138,0.650025879917184,0.825148263367006,0.942857142857143,1,0.0673276896666764,11,Pooled,antiberta2-cssp,all_cdrh,385.940741275026,66.6666666666667,,,0.292831262939959
hb,7,LD1,12714,0.168845935190449,0.616819837264601,0.789879744427181,0.91578947368421,1,0.0715136068517663,11,Pooled,antiberta2-cssp,all_cdrh,595.09801234428,66.6666666666667,,,0.29896963641961
hb,8,LD1,12714,0.148574287143572,0.592155870445344,0.758824701299655,0.887877876315407,1,0.0756995240368562,11,Pooled,antiberta2-cssp,all_cdrh,861.05573473194,66.6666666666667,,,0.295722005870063
hb,9,LD1,12714,0.14985590778098,0.574251571223895,0.731865932966483,0.857802332046453,1,0.0798854412219462,11,Pooled,antiberta2-cssp,all_cdrh,1145.67696730518,66.6666666666667,,,0.283550760822558
hb,10,LD1,12714,0.149471974004874,0.56,0.713332814532357,0.833872926683391,1,0.0840713584070361,11,Pooled,antiberta2-cssp,all_cdrh,1401.38104462694,66.6666666666667,,,0.273872926683391
hb,11,LD1,12714,0.151075537768884,0.551275637818909,0.698849424712356,0.818181818181818,1,0.088257275592126,11,Pooled,antiberta2-cssp,all_cdrh,1601.16381415574,66.6666666666667,,,0.266906180362909
