Affinity,Threshold,method,count,lower_whisker,Q1,median,Q3,upper_whisker,Threshold_original,layer,type,model,chain,Mean_Num_Points,layer_norm2,Loneliness,Vicinty_corr,IQR
hb,13,LD1,12515,0.153692614770459,0.513304503662147,0.639819909954978,0.753376688344172,1,0.059659332045523,8,Att_mat,antiberta2-cssp,cdr3_extracted,1848.42298220487,46.6666666666667,,,0.240072184682025
hb,14,LD1,12515,0.155063291139241,0.510755377688844,0.635317658829415,0.748374187093547,1,0.0626518334354882,8,Att_mat,antiberta2-cssp,cdr3_extracted,1899,46.6666666666667,,,0.237618809404702
hb,0,LD1,11905,0,0,1,1,1,0.00050674107541826,13,Att_mat,esm2,cdr3_extracted,19.0000103040732,37.5,,,1
hb,1,LD1,11905,0,0.5,1,1,1,0.000587315805495825,13,Att_mat,esm2,cdr3_extracted,38.8340735092582,37.5,,,0.5
hb,2,LD1,11905,0.166666666666667,0.666666666666667,0.941176470588235,1,1,0.000667890535573389,13,Att_mat,esm2,cdr3_extracted,75.6663953260724,37.5,,,0.333333333333333
hb,3,LD1,11905,0.166666666666667,0.666666666666667,0.898305084745763,1,1,0.000748465265650954,13,Att_mat,esm2,cdr3_extracted,141.409782687096,37.5,,,0.333333333333333
hb,4,LD1,11905,0.2,0.666666666666667,0.857142857142857,0.978260869565217,1,0.000829039995728518,13,Att_mat,esm2,cdr3_extracted,253.401570340756,37.5,,,0.311594202898551
hb,5,LD1,11905,0.185185185185185,0.640316205533597,0.819407008086253,0.945205479452055,1,0.000909614725806083,13,Att_mat,esm2,cdr3_extracted,429.384177065194,37.5,,,0.304889273918458
hb,6,LD1,11905,0.168831168831169,0.616279069767442,0.787878787878788,0.915492957746479,1,0.000990189455883647,13,Att_mat,esm2,cdr3_extracted,668.629640696968,37.5,,,0.299213887979037
hb,7,LD1,11905,0.15673289183223,0.592296148074037,0.75687843921961,0.883928571428571,1,0.00107076418596121,13,Att_mat,esm2,cdr3_extracted,938.3393440427,37.5,,,0.291632423354534
hb,8,LD1,11905,0.151815181518152,0.574938574938575,0.732142857142857,0.857928964482241,1,0.00115133891603878,13,Att_mat,esm2,cdr3_extracted,1196.65776051273,37.5,,,0.282990389543666
hb,9,LD1,11905,0.153121319199058,0.563025210084034,0.714285714285714,0.837992831541219,1,0.00123191364611634,13,Att_mat,esm2,cdr3_extracted,1413.46993786644,37.5,,,0.274967621457185
hb,10,LD1,11905,0.150575287643822,0.553590010405827,0.699849924962481,0.823411705852926,1,0.00131248837619391,13,Att_mat,esm2,cdr3_extracted,1580.10367958454,37.5,,,0.269821695447099
hb,11,LD1,11905,0.15625,0.548774387193597,0.689344672336168,0.811405702851426,1,0.00139306310627147,13,Att_mat,esm2,cdr3_extracted,1702.94129769498,37.5,,,0.262631315657829
hb,12,LD1,11905,0.154929577464789,0.544772386193097,0.682887266828873,0.804902451225613,1,0.00147363783634904,13,Att_mat,esm2,cdr3_extracted,1791.32952426094,37.5,,,0.260130065032516
hb,13,LD1,11905,0.15407703851926,0.540770385192596,0.67921146953405,0.800900450225113,1,0.0015542125664266,13,Att_mat,esm2,cdr3_extracted,1854.33215179961,37.5,,,0.260130065032516
hb,14,LD1,11905,0.146788990825688,0.538269134567284,0.676338169084542,0.799399699849925,1,0.00163478729650416,13,Att_mat,esm2,cdr3_extracted,1899,37.5,,,0.261130565282641
hb,0,LD1,12703,0.523809523809524,0.8,1,1,1,0.0542269978014118,8,Pooled,antiberta2-cssp,cdr3_extracted,19.0000103040732,46.6666666666667,,,0.2
hb,1,LD1,12703,0.588235294117647,0.833333333333333,1,1,1,0.0605841372268024,8,Pooled,antiberta2-cssp,cdr3_extracted,32.149512102134,46.6666666666667,,,0.166666666666667
hb,2,LD1,12703,0.523809523809524,0.80952380952381,0.983870967741936,1,1,0.0669412766521929,8,Pooled,antiberta2-cssp,cdr3_extracted,53.0811651845975,46.6666666666667,,,0.19047619047619
hb,3,LD1,12703,0.446808510638298,0.777777777777778,0.941176470588235,1,1,0.0732984160775835,8,Pooled,antiberta2-cssp,cdr3_extracted,85.6906923306783,46.6666666666667,,,0.222222222222222
hb,4,LD1,12703,0.3828125,0.746031746031746,0.909090909090909,0.988235294117647,1,0.079655555502974,8,Pooled,antiberta2-cssp,cdr3_extracted,135.62662160352,46.6666666666667,,,0.242203548085901
hb,5,LD1,12703,0.324324324324324,0.707778738115817,0.875,0.964324282628818,1,0.0860126949283646,8,Pooled,antiberta2-cssp,cdr3_extracted,210.87342476481,46.6666666666667,,,0.256545544513002
hb,6,LD1,12703,0.264150943396226,0.670849724626279,0.842105263157895,0.942051078119477,1,0.0923698343537551,8,Pooled,antiberta2-cssp,cdr3_extracted,321.926604086595,46.6666666666667,,,0.271201353493198
hb,7,LD1,12703,0.216589861751152,0.636914203316511,0.811320754716981,0.917159763313609,1,0.0987269737791456,8,Pooled,antiberta2-cssp,cdr3_extracted,481.370843594473,46.6666666666667,,,0.280245559997099
hb,8,LD1,12703,0.188034188034188,0.611054537225617,0.780684104627767,0.893617021276596,1,0.105084113204536,8,Pooled,antiberta2-cssp,cdr3_extracted,698.742181784459,46.6666666666667,,,0.282562484050979
hb,9,LD1,12703,0.168224299065421,0.587937525437526,0.754116355653128,0.86826192800009,1,0.111441252629927,8,Pooled,antiberta2-cssp,cdr3_extracted,967.625993055055,46.6666666666667,,,0.280324402562564
hb,10,LD1,12703,0.147398843930636,0.566866985737762,0.730401529636711,0.846669474866611,1,0.117798392055317,8,Pooled,antiberta2-cssp,cdr3_extracted,1251.76343908747,46.6666666666667,,,0.279802489128849
hb,11,LD1,12703,0.132731958762887,0.550189666072763,0.714285714285714,0.828639247510585,0.99799899949975,0.124155531480708,8,Pooled,antiberta2-cssp,cdr3_extracted,1502.57867675092,46.6666666666667,,,0.278449581437823
hb,12,LD1,12703,0.124401913875598,0.539868160958073,0.701350675337669,0.817114275414564,0.99799899949975,0.130512670906098,8,Pooled,antiberta2-cssp,cdr3_extracted,1691.7930323857,46.6666666666667,,,0.277246114456491
hb,13,LD1,12703,0.118881118881119,0.533766883441721,0.692846423211606,0.811405702851426,0.99799899949975,0.136869810331489,8,Pooled,antiberta2-cssp,cdr3_extracted,1819.33089470268,46.6666666666667,,,0.277638819409705
hb,14,LD1,12703,0.115057528764382,0.530265132566283,0.689344672336168,0.807903951975988,0.99799899949975,0.143226949756879,8,Pooled,antiberta2-cssp,cdr3_extracted,1899,46.6666666666667,,,0.277638819409705
hb,0,LD1,12441,0,0,1,1,1,0.000897371469044117,30,Pooled,esm2,cdr3_extracted,19.0000103040732,90.625,,,1
hb,1,LD1,12441,0.222222222222222,0.6875,1,1,1,0.00103557604050707,30,Pooled,esm2,cdr3_extracted,36.442724809117,90.625,,,0.3125
hb,2,LD1,12441,0.358208955223881,0.742857142857143,0.970588235294118,1,1,0.00117378061197001,30,Pooled,esm2,cdr3_extracted,67.0467289719626,90.625,,,0.257142857142857
hb,3,LD1,12441,0.287878787878788,0.714285714285714,0.923076923076923,1,1,0.00131198518343296,30,Pooled,esm2,cdr3_extracted,119.168028521675,90.625,,,0.285714285714286
hb,4,LD1,12441,0.236842105263158,0.68503937007874,0.882352941176471,0.984126984126984,1,0.00145018975489591,30,Pooled,esm2,cdr3_extracted,206.20887386784,90.625,,,0.299087614048244
hb,5,LD1,12441,0.205128205128205,0.654450261780105,0.843537414965986,0.954022988505747,1,0.00158839432635886,30,Pooled,esm2,cdr3_extracted,347.062648765057,90.625,,,0.299572726725642
hb,6,LD1,12441,0.166666666666667,0.619496855345912,0.802816901408451,0.921658986175115,1,0.0017265988978218,30,Pooled,esm2,cdr3_extracted,558.144813444755,90.625,,,0.302162130829203
hb,7,LD1,12441,0.140625,0.59108527131783,0.772386193096548,0.891428571428572,1,0.00186480346928475,30,Pooled,esm2,cdr3_extracted,829.330008552381,90.625,,,0.300343300110742
hb,8,LD1,12441,0.123152709359606,0.567933368037481,0.743259085580305,0.864628820960699,1,0.0020030080407477,30,Pooled,esm2,cdr3_extracted,1114.97830992591,90.625,,,0.296695452923218
hb,9,LD1,12441,0.121145374449339,0.551959114139693,0.721254355400697,0.839175257731959,1,0.00214121261221065,30,Pooled,esm2,cdr3_extracted,1366.14937814918,90.625,,,0.287216143592265
hb,10,LD1,12441,0.112107623318386,0.538461538461538,0.70479704797048,0.822784810126582,1,0.0022794171836736,30,Pooled,esm2,cdr3_extracted,1557.77508269019,90.625,,,0.284323271665044
hb,11,LD1,12441,0.108433734939759,0.529764882441221,0.69238683127572,0.811905952976488,1,0.00241762175513654,30,Pooled,esm2,cdr3_extracted,1692.73981184762,90.625,,,0.282141070535268
hb,12,LD1,12441,0.103202846975089,0.522761380690345,0.684759916492693,0.804902451225613,1,0.00255582632659949,30,Pooled,esm2,cdr3_extracted,1785.83888551144,90.625,,,0.282141070535268
hb,13,LD1,12441,0.0951327433628319,0.518259129564782,0.68,0.801900950475238,1,0.00269403089806244,30,Pooled,esm2,cdr3_extracted,1852.10805881565,90.625,,,0.283641820910455
